"Nome_UC","Localidade","Municipio","Estado","Freq"
NA,"serra paranapiacaba, fazenda intervales","Guapiara","São Paulo",84
NA,"Iporanga","Iporanga","São Paulo",66
NA,"Ribeirão Grande","Ribeirão Grande","São Paulo",63
NA,"Iporanga - SP, 18330-000, Brasil","Iporanga","São Paulo",43
NA,"Parque Intervales","Sete Barras","São Paulo",42
NA,"Iporanga","","São Paulo",42
NA,"Intervales State Park","","São Paulo",38
NA,"Parque Estadual de Jacupiranga","Eldorado","São Paulo",37
NA,"Ribeirão Grande","","São Paulo",34
NA,"Base Saibadela","Sete Barras","São Paulo",33
NA,"slopes of Morro do Mirante","Guapiara","São Paulo",30
NA,"along road to Iporanga","Iporanga","São Paulo",29
NA,"Guapiara","Guapiara","São Paulo",28
NA,"Intervales","Ribeirão Grande","São Paulo",24
NA,"km 25 s/n Zona Rural","","São Paulo",23
NA,"Intervales State Park, Iporanga, SP, BR","","São Paulo",23
NA,"Estrada Municipal","","São Paulo",23
NA,"Mun","Guapiara","São Paulo",22
NA,"summit of Morro do Mirante","Guapiara","São Paulo",21
NA,"Serra Paranapiacaba, Fazenda Intervales, slopes of Morro do Mirante","Guapiara","São Paulo",21
NA,"Núcleo Saibadela","Sete Barras","São Paulo",21
NA,"serra paranapiacaba, fazenda intervales, along road to iporanga","Iporanga","São Paulo",18
NA,"Intervales","","São Paulo",18
NA,"Serra Paranapiacaba, Fazenda Intervales, Rio do Carmo, along road to Iporanga","Iporanga","São Paulo",17
NA,"just W of ""Sede de Pesquisas""","Guapiara","São Paulo",16
NA,"Serra Paranapiacaba, Fazenda Intervales, just W of ""Sede de Pesquisas""","Guapiara","São Paulo",14
NA,"Núcleo da Caverna do Diabo","Eldorado","São Paulo",13
NA,"Brésil","Ribeirão Grande","São Paulo",13
NA,"State of São Paulo","Iporanga","São Paulo",12
NA,"Trilha para o Mirante dos Angicos","Eldorado","São Paulo",10
NA,"Mata Atlântica com transição para campo de altitude","Eldorado","São Paulo",10
NA,"Área de rochas calcáreas","Eldorado","São Paulo",10
NA,"serra paranapiacaba, fazenda intervales","","São Paulo",8
NA,"Parque Intervales Base Saibadela","Sete Barras","São Paulo",8
NA,"Parque Intervales","Ribeirão Grande","São Paulo",7
NA,"Caverna do Diabo","Eldorado","São Paulo",7
NA,"Instituto de Botânica","São Paulo","São Paulo",48
NA,"parque estadual da cantareira","São Paulo","São Paulo",43
NA,"Instituto Agronômico e Geofísico","São Paulo","São Paulo",18
NA,"Bairro da Cachoeira","São Paulo","São Paulo",18
NA,"Marsilac","São Paulo","São Paulo",13
NA,"Instituto Agronômico e Geofisico","","São Paulo",10
NA,"Brasil, Sao Paulo, Sao Paulo, Instituto Agronômico e Geofisico","","São Paulo",10
NA,"Bairro da Cachoeira","","São Paulo",5
NA,"Sítio Primavera","Mairiporã","São Paulo",8
NA,"reserva biologica municipal da serra do japi, trilha estrada tv cultura-cidinho-base","Jundiaí","São Paulo",6
NA,"Reserva Biológica Municipal da Serra do Japi","Jundiaí","São Paulo",6
NA,"Atibaia","Atibaia","São Paulo",5
NA,"Serra do Itapetinga","Atibaia","São Paulo",4
NA,"Coleta para projeto de pesquisa entitulado 'Rede de interação planta-polinizador em paisagens homogêneas de Mata Atlântica' do edital Universal MCTI/CNPq No14/2014","Bom Jesus dos Perdões","São Paulo",4
NA,"São Paulo, BR","São Paulo","São Paulo",3
NA,"Area de pasto não remanejado próximo a borda de floresta secundária em propriedade particular","Bom Jesus dos Perdões","São Paulo",3
NA,"Serra do Itapetininga","Atibaia","São Paulo",2
NA,"Parque Municipal da Grota Funda","Atibaia","São Paulo",2
NA,"Brazil, São Paulo, Atibaia, Serra do Itapetininga","Atibaia","São Paulo",2
NA,"Brazil, São Paulo, Atibaia, Serra do Itapetinga","Atibaia","São Paulo",2
NA,"Serra do Itapetinga; chegada do afloramento da Pedra Grande, à margem da estrada","Atibaia","São Paulo",1
NA,"serra do itapetinga, a margem da estrada","Atibaia","São Paulo",1
NA,"Serra do Itapetinga","Bom Jesus dos Perdões","São Paulo",1
NA,"Propriedade particular","Nazaré Paulista","São Paulo",1
NA,"Parque Municipal da Grota Funda","Itararé","São Paulo",1
NA,"Na estrada entre a BR-40 e Belo Vale","Atibaia","São Paulo",1
NA,"Monumento Natural da Pedra Grande, Na estrada entre a BR-40 e Belo Vale","Atibaia","São Paulo",1
NA,"Monumento Natural da Pedra Grande","Atibaia","São Paulo",1
NA,"Em propriedade particular","Atibaia","São Paulo",1
NA,"Em propriedade particular","Bom Jesus dos Perdões","São Paulo",1
NA,"chegada do afloramento da Pedra Grande","Atibaia","São Paulo",1
NA,"Brazil, São Paulo, Bom Jesus dos Perdões, Serra do Itapetinga","Bom Jesus dos Perdões","São Paulo",1
NA,"Bom Jesus dos Perdões","Bom Jesus dos Perdões","São Paulo",1
NA,"Atibaia","","São Paulo",1
NA,"à margem da estrada","Atibaia","São Paulo",1
NA,"Trilha do Fundão","Peruíbe","São Paulo",33
NA,"Núcleo Arpoador","Peruíbe","São Paulo",27
NA,"Estação Ecológica Juréia-Itatins","Peruíbe","São Paulo",26
NA,"estacao ecologica de jureia-itatins","Peruíbe","São Paulo",14
NA,"Iguape","","São Paulo",13
NA,"ItinguÇu, Iguape, BR-SP, BR","","São Paulo",12
NA,"ItinguÇu","","São Paulo",12
NA,"Guarauzinho","Peruíbe","São Paulo",8
NA,"Trilha do Fundão, Núcleo Arpoador, estação Ecológica de Jureia-Itatins","Peruíbe","São Paulo",7
NA,"Peruíbe","Peruíbe","São Paulo",6
NA,"Estação Ecológica de Jureia-Itatins. Núcleo Arpoador, trilha do Fundão","Peruíbe","São Paulo",6
NA,"trilha paralela à praia","Peruíbe","São Paulo",5
NA,"Iguape - SP, 11920-000, Brasil","Iguape","São Paulo",5
NA,"Iguape","Iguape","São Paulo",5
NA,"Estação Ecológica Juréia-Itatins, Guarauzinho, trilha paralela à praia","Peruíbe","São Paulo",5
NA,"NUBBE2009","Peruíbe","São Paulo",3
NA,"Estação Ecológica Juréia-Itatins, Núcleo Arpoador. Trilha do Fundão. NUBBE2009","Peruíbe","São Paulo",3
NA,"Estação Ecológica Juréia-Itatins, Núcleo Arpoador, trilha do Fundão","Peruíbe","São Paulo",3
NA,"trilha em direção ao rio Guaraú","Peruíbe","São Paulo",2
NA,"Trilha do Parnapoã","Peruíbe","São Paulo",2
NA,"Trilha do Fundão","Piracicaba","São Paulo",2
NA,"Trilha do Arpoador","Peruíbe","São Paulo",2
NA,"trilha da mangueira","Peruíbe","São Paulo",2
NA,"Peruíbe, SP, BR","Peruíbe","São Paulo",2
NA,"Peruíbe - SP, Brasil","Peruíbe","São Paulo",2
NA,"Peruíbe","Piracicaba","São Paulo",2
NA,"Nucleo Arpoador","Piracicaba","São Paulo",2
NA,"Itatins","Peruíbe","São Paulo",2
NA,"Floresta ombrófila da encosta do Morro do Fernando","Peruíbe","São Paulo",2
NA,"Estação Ecológica Jureis-Itatins, Núcleo Arpoador. Trilha do Fundão","Peruíbe","São Paulo",2
NA,"Estação Ecológica Jureis-Itatins","Peruíbe","São Paulo",2
NA,"Estação Ecológica Juréia-Itatins, Núcleo Arpoador, trilha da mangueira. Floresta ombrófila da encosta do Morro do Fernando","Peruíbe","São Paulo",2
NA,"Estação Ecológica Juréia-Itatins, Guarauzinho, trilha em direção ao rio Guaraú","Peruíbe","São Paulo",2
NA,"Estação Ecológica Juréia-Itatins","Iguape","São Paulo",2
NA,"Estação Ecológica de Juréia Itatins, Nucleo Arpoador, Trilha do Fundão, Peruíbe","Piracicaba","São Paulo",2
NA,"Estação Ecológica de Juréia Itatins","Piracicaba","São Paulo",2
NA,"Estação Ecológica da Juréia - Itatins, Núcleo Arpoador, Trilha do Fundão, Peruíbe","Peruíbe","São Paulo",2
NA,"Estação Ecológica da Juréia","Peruíbe","São Paulo",2
NA,"Cachoeira do Paraíso","Iguape","São Paulo",2
NA,"próximo à Cachoeira do Paraíso","Peruíbe","São Paulo",1
NA,"Praia do Guaraúzinho","Peruíbe","São Paulo",1
NA,"Praia do Arpoador","Peruíbe","São Paulo",1
NA,"Praia do Arpoador","São Paulo","São Paulo",1
NA,"Núcleo Arpoador","Itanhaém","São Paulo",1
NA,"estrada para Barra do Una","Peruíbe","São Paulo",1
NA,"Estrada da balsa","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Trilha do fundão, em mata de encosta","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Praia do Guaraúzinho","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Praia do Arpoador, em riacho próximo à praia","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Praia do Arpoador, em riacho próximo à praia","São Paulo","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Guarauzinho","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, estrada para Barra do Una, 500 m após o sítio Barro Branco","Peruíbe","São Paulo",1
NA,"estacao ecologica jureia-itatins, estrada para barra do una","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Estrada da balsa, próximo à Cachoeira do Paraíso","Peruíbe","São Paulo",1
NA,"estacao ecologica jureia-itatins, estrada da balsa","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, Costão da praia do Guarauzinho, 100 m do rio Guaraú","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins, ao lado do estacionamento da Cachoeira do Guilherme","Peruíbe","São Paulo",1
NA,"Estação Ecológica Juréia-Itatins","São Paulo","São Paulo",1
NA,"Estação Ecológica de Jureia-Itatins. Núcleo Arpoador, trilha do Fundão","Itanhaém","São Paulo",1
NA,"em riacho próximo à praia","Peruíbe","São Paulo",1
NA,"em riacho próximo à praia","São Paulo","São Paulo",1
NA,"em mata de encosta","Peruíbe","São Paulo",1
NA,"Costão da praia do Guarauzinho","Peruíbe","São Paulo",1
NA,"ao lado do estacionamento da Cachoeira do Guilherme","Peruíbe","São Paulo",1
NA,"500 m após o sítio Barro Branco","Peruíbe","São Paulo",1
NA,"100 m do rio Guaraú","Peruíbe","São Paulo",1
NA,"Jaraguá","São Paulo","São Paulo",23
NA,"Vila Jaraguá","","São Paulo",17
NA,"parque estadualjaragua","São Paulo","São Paulo",15
NA,"P.E.Jaraguá","São Paulo","São Paulo",15
NA,"Vila Jaraguá, São Paulo - SP, 02675-031, Brasil","","São Paulo",7
NA,"State of São Paulo","","São Paulo",7
NA,"Vila Jaraguá, São Paulo - State of São Paulo, 02675-031, Brazil","","São Paulo",6
NA,"Pico do Jaraguá","São Paulo","São Paulo",6
NA,"Coordenada calculada","","São Paulo",6
NA,"Parque Estadual da Serra do Mar","São Paulo","São Paulo",4
NA,"Vila Jaraguá, São Paulo - SP, Brasil","","São Paulo",3
NA,"Reserva Biológica Municipal da Serra do Japi","Jundiaí","São Paulo",3
NA,"jaragua","","São Paulo",3
NA,"Pico do Jaraguá","","São Paulo",2
NA,"parque estadual","São Paulo","São Paulo",2
NA,"São Paulo, BR","São Paulo","São Paulo",1
NA,"Jaraguá (Parque Estadual)","São Paulo","São Paulo",1
NA,"Franco da Rocha","Franco da Rocha","São Paulo",30
NA,"Franco da Rocha - SP, Brasil","Franco da Rocha","São Paulo",27
NA,"Estrada para Setor A","Franco da Rocha","São Paulo",10
NA,"Prope Lapa","","São Paulo",6
NA,"Franco da Rocha","","São Paulo",6
NA,"s/n","","São Paulo",3
NA,"R. Miguel Segundo Lerussi, s/n - Parque Industrial, Franco da Rocha - SP, 07859-390, Brasil","","São Paulo",3
NA,"Parque Industrial","","São Paulo",3
NA,"parque estadualjuqueri","Franco da Rocha","São Paulo",3
NA,"P.E.Juqueri","Franco da Rocha","São Paulo",3
NA,"Miguel Segundo Lerussi","","São Paulo",3
NA,"Juqueri","Franco da Rocha","São Paulo",3
NA,"Borda de mancha de mata em matriz de cerrado","Franco da Rocha","São Paulo",3
NA,"Vale antes da subida final para o morro do Ovo da Pata","","São Paulo",2
NA,"trilha que leva à árvore solitária","Franco da Rocha","São Paulo",2
NA,"Trilha do Observatório","Franco da Rocha","São Paulo",2
NA,"Parque Estadual do Juqueri, trilha que leva à árvore solitária","Franco da Rocha","São Paulo",2
NA,"Parque Estadual do Juqueri, Em caminho a direita da entrada da trila do Ovo da Pata (trilha que acompanha o Ovo da Pata por baixo). Borda de mancha de mata em matriz de cerrado","Franco da Rocha","São Paulo",2
NA,"parque estadual do joquery","","São Paulo",2
NA,"Franco da Rocha: Parque Estadual do Joquery","","São Paulo",2
NA,"Em caminho a direita da entrada da trila do Ovo da Pata (trilha que acompanha o Ovo da Pata por baixo)","Franco da Rocha","São Paulo",2
NA,"Campo cerrado","Franco da Rocha","São Paulo",2
NA,"Brasil. São Paulo. Franco da Rocha: Parque Estadual do Joquery. Vale antes da subida final para o morro do Ovo da Pata","","São Paulo",2
NA,"Braço da Capivara","Franco da Rocha","São Paulo",2
NA,"Reserva Votorantim","Miracatu","São Paulo",9
NA,"Complexo Juquiá","Miracatu","São Paulo",9
NA,"Trilha do Chagas","Miracatu","São Paulo",5
NA,"Trilha entre Vila dos Moradores e a Caixa D'água","Miracatu","São Paulo",4
NA,"Rodovia SP201","Pirassununga","São Paulo",4
NA,"Reserva Votorantim, Complexo Juquiá, Trilha entre Vila dos Moradores e a Caixa D'água","Miracatu","São Paulo",4
NA,"próximo à Vila Santa Fé","Pirassununga","São Paulo",4
NA,"parque estadualjurupara","Ibiúna","São Paulo",4
NA,"P.E.Jurupará","Ibiúna","São Paulo",4
NA,"Jurupará","Ibiúna","São Paulo",4
NA,"Cerrado de Emas, Rodovia SP201, próximo à Vila Santa Fé","Pirassununga","São Paulo",4
NA,"Cerrado de Emas","Pirassununga","São Paulo",4
NA,"UHE Fumaça","Miracatu","São Paulo",3
NA,"Cidade Universitária Armando de Salles Oliveira","São Paulo","São Paulo",3
NA,"Butantan","São Paulo","São Paulo",3
NA,"UHE da Fumaça","Miracatu","São Paulo",2
NA,"se afastando do centro","Mairinque","São Paulo",2
NA,"Reserva Votorantim, Complexo Juquiá, Trilha do Chagas, UHE Fumaça. A esquerda do rio Juquiá","Miracatu","São Paulo",2
NA,"Reserva Votorantim, Complexo Juquiá, Trilha do Chagas, UHE da Fumaça","Miracatu","São Paulo",2
NA,"próxima a marquise entre o departamento de botânica e o prédio do genoma humano","São Paulo","São Paulo",2
NA,"Estrada de terra á direita da Av. Brasil-Japão, após viaduto ferroviário, se afastando do centro","Mairinque","São Paulo",2
NA,"Estrada de terra á direita da Av","Mairinque","São Paulo",2
NA,"estacionamento do prédio da botânica","São Paulo","São Paulo",2
NA,"Cidade Universitária Armando de Salles Oliveira. IB, estacionamento do prédio da botânica, próxima a marquise entre o departamento de botânica e o prédio do genoma humano","São Paulo","São Paulo",2
NA,"após viaduto ferroviário","Mairinque","São Paulo",2
NA,"A esquerda do rio Juquiá","Miracatu","São Paulo",2
NA,"UNICAMP","Miracatu","São Paulo",1
NA,"Serbom","São Paulo","São Paulo",1
NA,"São Paulo, Mairique, Estrada Mairinque-Ibiuna próximo a igreja","Mairinque","São Paulo",1
NA,"Reserva Votorantim, Curso Taxonomia de Campo USP/ESALQ - UNICAMP. Complexo Juquiá, Trilha do Chagas, UHE Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá","Miracatu","São Paulo",1
NA,"Mairique","Mairinque","São Paulo",1
NA,"Floresta Ombrófila Densa à margem esquerda do Rio Juquiá","Miracatu","São Paulo",1
NA,"Estrada Mairinque-Ibiuna próximo a igreja","Mairinque","São Paulo",1
NA,"Curso Taxonomia de Campo USP/ESALQ","Miracatu","São Paulo",1
NA,"Campo","São Paulo","São Paulo",1
NA,"Anhanguera, Serbom., Campo","São Paulo","São Paulo",1
NA,"Anhanguera","São Paulo","São Paulo",1
NA,"parque estadual ilha do cardoso","Cananéia","São Paulo",52
NA,"Ilha do Cardoso","Cananéia","São Paulo",47
NA,"Parque Estadual de Jacupiranga","Cananéia","São Paulo",37
NA,"extremo sul","Cananéia","São Paulo",26
NA,"parque estadual da ilha do cardoso","Cananéia","São Paulo",22
NA,"Trilha para poço das Antas","Cananéia","São Paulo",11
NA,"Rio Canjoca","Cananéia","São Paulo",11
NA,"Parque Estadual do Jacupiranga","Cananéia","São Paulo",11
NA,"Próximo ao Rio","Cananéia","São Paulo",10
NA,"P.E. Ilha do Cardoso. Rio Canjoca. Próximo ao Rio","Cananéia","São Paulo",10
NA,"P.E. Ilha do Cardoso. Trilha para poço das Antas","Cananéia","São Paulo",9
NA,"trilha do Rio das Minas","Cananéia","São Paulo",6
NA,"Sede do parque","Cananéia","São Paulo",6
NA,"parque estadual ilha do cardoso, sede do parque","Cananéia","São Paulo",6
NA,"Na borda do campo de futebol","Cananéia","São Paulo",6
NA,"Estradinha","Cananéia","São Paulo",6
NA,"Trilha p o Pico do Cardoso","Cananéia","São Paulo",5
NA,"trilha do poço das antas","Cananéia","São Paulo",5
NA,"próximo a aldeia indigena","Cananéia","São Paulo",5
NA,"P.E. Ilha do Cardoso. trilha do poço das antas. Estradinha","Cananéia","São Paulo",5
NA,"P.E. Ilha do Cardoso. Início da Trilha p poço das antas. Núcleo Perequê","Cananéia","São Paulo",5
NA,"Núcleo Perequê","Cananéia","São Paulo",5
NA,"Início da Trilha p poço das antas","Cananéia","São Paulo",5
NA,"Distrito de Itapitangui","Cananéia","São Paulo",5
NA,"P.E. Ilha do Cardoso. Trilha p o Pico do Cardoso, próximo a aldeia indigena","Cananéia","São Paulo",4
NA,"&nf","Cananéia","São Paulo",4
NA,"P.E. Ilha do Cardoso. Trilha do poço das antas","Cananéia","São Paulo",3
NA,"P.E. Ilha do Cardoso. Sede do parque, núcleo pereque. Na borda do campo de futebol","Cananéia","São Paulo",3
NA,"Núcleo Cedro","Cananéia","São Paulo",3
NA,"limite entre São Paulo e Paraná","Cananéia","São Paulo",3
NA,"Floresta Ombrófila Densa Baixo Montana muito degradada por extrativismo intruso","Cananéia","São Paulo",3
NA,"Estrada Cananéia","Pariquera-Açu","São Paulo",3
NA,"Distrito de Santa Maria","Cananéia","São Paulo",3
NA,"60msm","Cananéia","São Paulo",3
NA,"1 km de Cananéia. Estrada Cananéia","Pariquera-Açu","São Paulo",3
NA,"1 km de Cananéia","Pariquera-Açu","São Paulo",3
NA,"Próxomo à sede","Cananéia","São Paulo",2
NA,"P.E. Ilha do Cardoso. Trilha para poço das Antas. Próxomo à sede","Cananéia","São Paulo",2
NA,"P.E. Ilha do Cardoso. Sede do parque, caminho p bar do nucleo pereque. Na borda do campo de futebol","Cananéia","São Paulo",2
NA,"Cananéia, SP, 11990-000, Brasil","Cananéia","São Paulo",2
NA,"Cananéia","Cananéia","São Paulo",2
NA,"caminho p bar do nucleo pereque","Cananéia","São Paulo",2
NA,"vertente próxima a entrada [portaria] da colônia","Campos do Jordão","São Paulo",9
NA,"Umuarama","Campos do Jordão","São Paulo",9
NA,"Rua Benjamin Hunicutt","Campos do Jordão","São Paulo",9
NA,"Altitude obtida a partir das coordenadas geográficas","Campos do Jordão","São Paulo",6
NA,"Vertente próxima à entrada do condomínio","Campos do Jordão","São Paulo",4
NA,"Umuarama. Rua Benjamin Hunicutt, 3260, vertente próxima a entrada [portaria] da colônia, próximo ao laboratório. Altitude obtida a partir das coordenadas geográficas","Campos do Jordão","São Paulo",4
NA,"próximo ao laboratório","Campos do Jordão","São Paulo",4
NA,"Campo antrópico colonizado por ruderais","Campos do Jordão","São Paulo",4
NA,"Altitude obtida a partir de dados de coordenadas geográficas","Campos do Jordão","São Paulo",4
NA,"Altitude obtida a partir de dados das coordenadas geográficas","Campos do Jordão","São Paulo",3
NA,"Umuarama. Rua Benjamin Hunicutt, 3260, vertente próxima a entrada [portaria] da colônia. Código CJ154. Altitude obtida a partir de dados das coordenadas geográficas","Campos do Jordão","São Paulo",2
NA,"Umuarama. Rua Benjamin Hunicutt, 3260, vertente próxima a entrada [portaria] da colônia. Altitude obtida a partir das coordenadas geográficas","Campos do Jordão","São Paulo",2
NA,"parque estadual de campos do jordao","Campos do Jordão","São Paulo",2
NA,"Código CJ154","Campos do Jordão","São Paulo",2
NA,"Vertente proximo a casa Erasmo Braga","Campos do Jordão","São Paulo",1
NA,"Umuarama. Rua Benjamin Hunicutt, 3260, vertente próxima a entrada [portaria] da colônia. Código CJ152. Altitude obtida a partir de dados das coordenadas geográficas","Campos do Jordão","São Paulo",1
NA,"Trilha da Samanbaia","Campos do Jordão","São Paulo",1
NA,"próximo a uma nascente","Campos do Jordão","São Paulo",1
NA,"Código CJ152","Campos do Jordão","São Paulo",1
NA,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão","São Paulo",1
NA,"Campos do Jordão","Campos do Jordão","São Paulo",1
NA,"Laje de Santos","Santos","São Paulo",5
NA,"Parque Estadual da Laje de Santos","Santos","São Paulo",2
NA,"Parque Estadual da Laje de Santos - Laje Principal","Santos","São Paulo",1
NA,"Parque Estadual da Laje de Santos - Calhaus","Santos","São Paulo",1
NA,"Laje Principal","Santos","São Paulo",1
NA,"Calhaus","Santos","São Paulo",1
NA,"Sul da Reserva Florestal","Teodoro Sampaio","São Paulo",23
NA,"Angelim","Teodoro Sampaio","São Paulo",23
NA,"Teodoro Sampaio","Teodoro Sampaio","São Paulo",19
NA,"Ponto 23","Teodoro Sampaio","São Paulo",14
NA,"22-Y-B","Teodoro Sampaio","São Paulo",13
NA,"Reserva Florestal Teodoro Sampaio","Teodoro Sampaio","São Paulo",6
NA,"Folha SF","Teodoro Sampaio","São Paulo",6
NA,"topo do morro do diabo","Teodoro Sampaio","São Paulo",5
NA,"Teodoro Sampaio","","São Paulo",5
NA,"Topo do Morro do Diabo (Corr. Alegr.)","Teodoro Sampaio","São Paulo",3
NA,"Topo do Morro do Diabo (Corr","Teodoro Sampaio","São Paulo",3
NA,"Alegr","Teodoro Sampaio","São Paulo",3
NA,"Sul da Reserva Florestal","São Paulo","São Paulo",2
NA,"Ponto 23","São Paulo","São Paulo",2
NA,"Folha SF","São Paulo","São Paulo",2
NA,"Angelim","São Paulo","São Paulo",2
NA,"22-Y-B","São Paulo","São Paulo",2
NA,"Parque Estadual Intervales","Ribeirão Grande","São Paulo",38
NA,"Capão Bonito","Capão Bonito","São Paulo",22
NA,"Capão Bonito, BR-SP, BR","Capão Bonito","São Paulo",21
NA,"fazenda intervales","Sete Barras","São Paulo",16
NA,"Xituê","Ribeirão Grande","São Paulo",12
NA,"Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E","Ribeirão Grande","São Paulo",12
NA,"com escorregamentos naturais e com exploração de palmito","Ribeirão Grande","São Paulo",12
NA,"Parque Estadual Intervales","Eldorado","São Paulo",11
NA,"Parque Estadual Intervales","Iporanga","São Paulo",11
NA,"trilha da caçadinha com início na estrada do Carmo","Ribeirão Grande","São Paulo",7
NA,"Parque Estadual Intervales, trilha da caçadinha com início na estrada do Carmo, vegetação secundária (capoeirão) de Floresta Ombrófila Densa Montana com intensa exploração de palmito e madeira","Ribeirão Grande","São Paulo",7
NA,"parque estadual intervales, trilha da cacadinha com inicio na estrada do carmo","Ribeirão Grande","São Paulo",7
NA,"trilha do Cipó em direção à gruta do Cipó","Ribeirão Grande","São Paulo",6
NA,"de palmito e de madeira","Ribeirão Grande","São Paulo",6
NA,"com intenso histórico de degradação","Eldorado","São Paulo",6
NA,"a partir do extrativismo seletivo de palmito e madeira","Eldorado","São Paulo",6
NA,"Xituê","Eldorado","São Paulo",5
NA,"trilha saindo 500m antes da sede do núcleo Barra Grande","Eldorado","São Paulo",5
NA,"trilha de acesso a Estação Ecológica Xituêvegetação secundária de Floresta Ombrófila Densa Montana","Eldorado","São Paulo",5
NA,"trilha da caverna do Sr","Iporanga","São Paulo",5
NA,"Parque Estadual Intervales, trilha saindo 500m antes da sede do núcleo Barra Grande, em direção à E. E. Xituê, vegetação bem conservada, com escorregamentos naturais e com exploração de palmito","Eldorado","São Paulo",5
NA,"Parque Estadual Intervales, trilha de acesso a Estação Ecológica Xituêvegetação secundária de Floresta Ombrófila Densa Montana, com intenso histórico de degradação, a partir do extrativismo seletivo de palmito e madeira, com vários trechos dominados por b","Eldorado","São Paulo",5
NA,"parque estadual intervales, trilha de acesso a estacao ecologica xituevegetacao secundaria de floresta ombrofila densa montana","Eldorado","São Paulo",5
NA,"Parque Estadual Intervales - Núcleo bulha dágua, trilha da caverna do Sr.Bento. Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos com regeneração de antigas áreas de","Iporanga","São Paulo",5
NA,"Núcleo bulha dágua","Iporanga","São Paulo",5
NA,"Floresta Ombrófila Densa Montana/Submontana","Iporanga","São Paulo",5
NA,"em direção à E","Eldorado","São Paulo",5
NA,"com vários trechos dominados por b","Eldorado","São Paulo",5
NA,"com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos com regeneração de antigas áreas de","Iporanga","São Paulo",5
NA,"com escorregamentos naturais e com exploração de palmito","Eldorado","São Paulo",5
NA,"Bento","Iporanga","São Paulo",5
NA,"trilha do Rio do Carmo acíma","Iporanga","São Paulo",4
NA,"Parque Estadual Intervales - trilha do Rio do Carmo acíma.Floresta Ombrófila Densa Montana vegetação secundária","Iporanga","São Paulo",4
NA,"Floresta Ombrófila Densa Montana vegetação secundária","Iporanga","São Paulo",4
NA,"base Saibadela","Sete Barras","São Paulo",4
NA,"trilha saindo 500","Ribeirão Grande","São Paulo",3
NA,"Trilha da encosta","Capão Bonito","São Paulo",3
NA,"Trilha da encosta","Sete Barras","São Paulo",3
NA,"parque estadual carlos botelho, estrada entre ibatinga e sete barras","São Miguel Arcanjo","São Paulo",3
NA,"Parque Estadual Carlos Botelho","São Miguel Arcanjo","São Paulo",3
NA,"estrada entre Ibatinga e Sete Barras","São Miguel Arcanjo","São Paulo",3
NA,"antes da sede do núcleo Barra Grande em direcão a E","Ribeirão Grande","São Paulo",3
NA,"trilha do Rio do Carmo Acima","Ribeirão Grande","São Paulo",2
NA,"trilha do rio","Sete Barras","São Paulo",2
NA,"Trilha do Carmo Acima","Iporanga","São Paulo",2
NA,"trecho com intensa extração seletiva de palmito e madeira","Iporanga","São Paulo",2
NA,"Parque Estadual Intervales, Trilha do Carmo Acima, em direção aos Três Córregos, trecho com intensa extração seletiva de palmito e madeira, com poucas espécies finais da sucessão, com melhora no final da trilha (2 km)","Iporanga","São Paulo",2
NA,"parque estadual intervales, com inicio na estrada do carmo","Ribeirão Grande","São Paulo",2
NA,"Parque Estadual Intervales - (manhã) trilha da caçadinha, com início na estrada do carmo, altitude = 780m - vegetação sec/undária de Floresta Ombrofila Densa montana com intensa exploração de palmito e madeira - (tarde) trilha do cipó em direção à gruta d","Ribeirão Grande","São Paulo",2
NA,"Núcleo Saibadela (Fazenda Intervales)","Sete Barras","São Paulo",2
NA,"em direção aos Três Córregos","Iporanga","São Paulo",2
NA,"com sensív","Ribeirão Grande","São Paulo",2
NA,"com saída no núcleo do Carmo em direção aos três córegos","Ribeirão Grande","São Paulo",2
NA,"com poucos indivíduos das espécies finais de sucessão","Ribeirão Grande","São Paulo",2
NA,"com poucas espécies finais da sucessão","Iporanga","São Paulo",2
NA,"com melhora no final da trilha (2 km)","Iporanga","São Paulo",2
NA,"com início na estrada do carmo","Ribeirão Grande","São Paulo",2
NA,"altitude = 780m","Ribeirão Grande","São Paulo",2
NA,"(tarde) trilha do cipó em direção à gruta d","Ribeirão Grande","São Paulo",2
NA,"(manhã) trilha da caçadinha","Ribeirão Grande","São Paulo",2
NA,"Coordenada calculada","Porto Ferreira","São Paulo",3
NA,"Cerrado","Porto Ferreira","São Paulo",3
