"country","stateProvince","municipality","locality","latitude","longitude","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","São Paulo","Angatuba","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.2771458946214","-48.4278593074893","brazil","sao paulo","angatuba","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county"
"Brazil","São Paulo","Avaré","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.2035768518817","-48.8380332958503","brazil","sao paulo","avare","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county"
"Brazil","São Paulo","Bofete","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.1600371861581","-48.3171269658672","brazil","sao paulo","bofete","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_bofete","brazil_sao paulo_bofete",-23.12856572,-48.28604497,"county"
"Brazil","São Paulo","Botucatu","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-22.8875372610031","-48.3820551778368","brazil","sao paulo","botucatu","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county"
"Brazil","São Paulo","Guareí","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.318524902193","-48.2433910184702","brazil","sao paulo","guarei","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_guarei","brazil_sao paulo_guarei",-23.36984701,-48.21914555,"county"
"Brazil","São Paulo","Itatinga","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.1986715816663","-48.6039266017763","brazil","sao paulo","itatinga","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_itatinga","brazil_sao paulo_itatinga",-23.15302953,-48.62953985,"county"
"Brazil","São Paulo","Pardinho","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.1128175482294","-48.3999654267288","brazil","sao paulo","pardinho","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_pardinho","brazil_sao paulo_pardinho",-23.1019693,-48.40229297,"county"
"Brazil","São Paulo","São Manuel","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-22.7817429848498","-48.513692736135","brazil","sao paulo","sao manuel","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_sao manuel","brazil_sao paulo_sao manuel",-22.68185752,-48.54044983,"county"
"Brazil","São Paulo","Torre de Pedra","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI","-23.2599888283238","-48.226012172877","brazil","sao paulo","torre de pedra","area de protecao ambiental cuesta guarani",NA,"locality","brazil_sao paulo_torre pedra","brazil_sao paulo_torre pedra",-23.2499065,-48.21257424,"county"
"Brazil","São Paulo","Barão de Antonina","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.5536039639111","-49.5812698769048","brazil","sao paulo","barao de antonina","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_barao antonina","brazil_sao paulo_barao antonina",-23.58306272,-49.57166377,"county"
"Brazil","São Paulo","Coronel Macedo","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.5751239196878","-49.3777128009175","brazil","sao paulo","coronel macedo","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_coronel macedo","brazil_sao paulo_coronel macedo",-23.62972056,-49.30660241,"county"
"Brazil","São Paulo","Fartura","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.3891667466451","-49.5224032417439","brazil","sao paulo","fartura","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_fartura","brazil_sao paulo_fartura",-23.38949284,-49.51954695,"county"
"Brazil","São Paulo","Itaporanga","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.6011665913537","-49.4662135424427","brazil","sao paulo","itaporanga","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_itaporanga","brazil_sao paulo_itaporanga",-23.67242217,-49.45852619,"county"
"Brazil","São Paulo","Piraju","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.2059062131282","-49.4790475697981","brazil","sao paulo","piraju","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_piraju","brazil_sao paulo_piraju",-23.18692093,-49.36607802,"county"
"Brazil","São Paulo","Sarutaiá","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.2535435916595","-49.4867596885691","brazil","sao paulo","sarutaia","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_sarutaia","brazil_sao paulo_sarutaia",-23.25708217,-49.48168634,"county"
"Brazil","São Paulo","Taguaí","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.4813869784473","-49.3931267422558","brazil","sao paulo","taguai","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_taguai","brazil_sao paulo_taguai",-23.47362146,-49.39726715,"county"
"Brazil","São Paulo","Taquarituba","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.4839385742448","-49.3183235459545","brazil","sao paulo","taquarituba","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_taquarituba","brazil_sao paulo_taquarituba",-23.52980153,-49.23450119,"county"
"Brazil","São Paulo","Tejupá","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.3352959298207","-49.3631727201286","brazil","sao paulo","tejupa","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_tejupa","brazil_sao paulo_tejupa",-23.34200857,-49.30642202,"county"
"Brazil","São Paulo","Timburi","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","-23.1951349594888","-49.6106311427917","brazil","sao paulo","timburi","area de protecao ambiental cuesta parapanema",NA,"locality","brazil_sao paulo_timburi","brazil_sao paulo_timburi",-23.19523464,-49.61059905,"county"
"Brazil","São Paulo","Campos do Jordão","ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO","-22.7017361945704","-45.5329628216897","brazil","sao paulo","campos do jordao","area de protecao ambiental campos do jordao",NA,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county"
"Brazil","São Paulo","São José dos Campos","ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO","-23.2028467461118","-45.9413669409607","brazil","sao paulo","sao jose dos campos","area de protecao ambiental do banhado",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Ibitinga","ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","-21.7928039730388","-48.8479330011225","brazil","sao paulo","ibitinga","area de protecao ambiental ibitinga",NA,"locality","brazil_sao paulo_ibitinga","brazil_sao paulo_ibitinga",-21.7926982,-48.84814235,"county"
"Brazil","São Paulo","Iguape","ÁREA DE PROTEÇÃO AMBIENTAL ILHA COMPRIDA","-24.7331405043554","-47.5552261750135","brazil","sao paulo","iguape","area de protecao ambiental ilha comprida",NA,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
"Brazil","São Paulo","Ilha Comprida","ÁREA DE PROTEÇÃO AMBIENTAL ILHA COMPRIDA","-24.8616872560688","-47.7197565959605","brazil","sao paulo","ilha comprida","area de protecao ambiental ilha comprida",NA,"locality","brazil_sao paulo_ilha comprida","brazil_sao paulo_ilha comprida",-24.86188204,-47.71978317,"county"
"Brazil","São Paulo","Alumínio","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.5790316446835","-47.2899946036653","brazil","sao paulo","aluminio","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_aluminio","brazil_sao paulo_aluminio",-23.53270736,-47.28106293,"county"
"Brazil","São Paulo","Cotia","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.6952775447426","-47.0334038062876","brazil","sao paulo","cotia","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_cotia","brazil_sao paulo_cotia",-23.67461236,-46.96037555,"county"
"Brazil","São Paulo","Ibiúna","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.7182978517011","-47.2009025939764","brazil","sao paulo","ibiuna","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_ibiuna","brazil_sao paulo_ibiuna",-23.80233648,-47.21529629,"county"
"Brazil","São Paulo","Mairinque","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.5886967457456","-47.2269293909823","brazil","sao paulo","mairinque","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_mairinque","brazil_sao paulo_mairinque",-23.50739338,-47.22967347,"county"
"Brazil","São Paulo","Piedade","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.6687592975732","-47.3691994871553","brazil","sao paulo","piedade","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_piedade","brazil_sao paulo_piedade",-23.78671905,-47.43819456,"county"
"Brazil","São Paulo","São Roque","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.609739573818","-47.114320070852","brazil","sao paulo","sao roque","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_sao roque","brazil_sao paulo_sao roque",-23.54885999,-47.10980876,"county"
"Brazil","São Paulo","Vargem Grande Paulista","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.6265491234326","-47.0189675236189","brazil","sao paulo","vargem grande paulista","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_vargem grande paulista","brazil_sao paulo_vargem grande paulista",-23.62784,-47.0160906,"county"
"Brazil","São Paulo","Votorantim","ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA","-23.6021784106256","-47.3478467578359","brazil","sao paulo","votorantim","area de protecao ambiental itupararanga",NA,"locality","brazil_sao paulo_votorantim","brazil_sao paulo_votorantim",-23.57982399,-47.40647328,"county"
"Brazil","São Paulo","São José dos Campos","ÁREA DE PROTEÇÃO AMBIENTAL SÃO FRANCISCO XAVIER","-22.8873580738689","-45.9475671892989","brazil","sao paulo","sao jose dos campos","area de protecao ambiental sao francisco xavier",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Campo Limpo Paulista","ÁREA DE PROTEÇÃO AMBIENTAL JUNDIAÍ","-23.1780436003456","-46.7716790128352","brazil","sao paulo","campo limpo paulista","area de protecao ambiental jundiai",NA,"locality","brazil_sao paulo_campo limpo paulista","brazil_sao paulo_campo limpo paulista",-23.21465395,-46.75929531,"county"
"Brazil","São Paulo","Itupeva","ÁREA DE PROTEÇÃO AMBIENTAL JUNDIAÍ","-23.1991724595318","-47.0324874730152","brazil","sao paulo","itupeva","area de protecao ambiental jundiai",NA,"locality","brazil_sao paulo_itupeva","brazil_sao paulo_itupeva",-23.14624515,-47.06818178,"county"
"Brazil","São Paulo","Jarinu","ÁREA DE PROTEÇÃO AMBIENTAL JUNDIAÍ","-23.1398236921309","-46.7706567497587","brazil","sao paulo","jarinu","area de protecao ambiental jundiai",NA,"locality","brazil_sao paulo_jarinu","brazil_sao paulo_jarinu",-23.11166421,-46.72129023,"county"
"Brazil","São Paulo","Jundiaí","ÁREA DE PROTEÇÃO AMBIENTAL JUNDIAÍ","-23.194498282631","-46.9129724563218","brazil","sao paulo","jundiai","area de protecao ambiental jundiai",NA,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county"
"Brazil","São Paulo","São Paulo","ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","-23.573554404284","-46.4190800670272","brazil","sao paulo","sao paulo","area de protecao ambiental mata do iguatemi",NA,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county"
"Brazil","São Paulo","Ribeirão Preto","ÁREA DE PROTEÇÃO AMBIENTAL MORRO DE SÃO BENTO","-21.174832716849","-47.7977009028569","brazil","sao paulo","ribeirao preto","area de protecao ambiental morro de sao bento",NA,"locality","brazil_sao paulo_ribeirao preto","brazil_sao paulo_ribeirao preto",-21.21075101,-47.8210709,"county"
"Brazil","São Paulo","São Paulo","ÁREA DE PROTEÇÃO AMBIENTAL PARQUE E FAZENDA DO CARMO","-23.5832903241185","-46.4646554125431","brazil","sao paulo","sao paulo","area de protecao ambiental parque e fazenda do carmo",NA,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county"
"Brazil","São Paulo","Analândia","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERI MIRIM ÁREA I","-22.1460102988155","-47.6727863877656","brazil","sao paulo","analandia","area de protecao ambiental piracicaba juqueri mirim area i",NA,"locality","brazil_sao paulo_analandia","brazil_sao paulo_analandia",-22.12080983,-47.67783341,"county"
"Brazil","São Paulo","Corumbataí","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERI MIRIM ÁREA I","-22.2448126960245","-47.6302542517476","brazil","sao paulo","corumbatai","area de protecao ambiental piracicaba juqueri mirim area i",NA,"locality","brazil_sao paulo_corumbatai","brazil_sao paulo_corumbatai",-22.2359135,-47.61081529,"county"
"Brazil","São Paulo","Ipeúna","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERI MIRIM ÁREA I","-22.4067972974198","-47.719431832796","brazil","sao paulo","ipeuna","area de protecao ambiental piracicaba juqueri mirim area i",NA,"locality","brazil_sao paulo_ipeuna","brazil_sao paulo_ipeuna",-22.42356738,-47.71576341,"county"
"Brazil","São Paulo","Itirapina","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERI MIRIM ÁREA I","-22.3267157677428","-47.806370115508","brazil","sao paulo","itirapina","area de protecao ambiental piracicaba juqueri mirim area i",NA,"locality","brazil_sao paulo_itirapina","brazil_sao paulo_itirapina",-22.29434051,-47.8340504,"county"
"Brazil","São Paulo","Rio Claro","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERI MIRIM ÁREA I","-22.3404150615007","-47.5755782466216","brazil","sao paulo","rio claro","area de protecao ambiental piracicaba juqueri mirim area i",NA,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county"
"Brazil","São Paulo","Amparo","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.7152823168081","-46.7997269886414","brazil","sao paulo","amparo","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_amparo","brazil_sao paulo_amparo",-22.6917857,-46.793909,"county"
"Brazil","São Paulo","Bragança Paulista","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.9150143000589","-46.5396457142843","brazil","sao paulo","braganca paulista","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_braganca paulista","brazil_sao paulo_braganca paulista",-22.93823956,-46.55574894,"county"
"Brazil","São Paulo","Campinas","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.7964066725316","-46.9087860182878","brazil","sao paulo","campinas","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county"
"Brazil","São Paulo","Jaguariúna","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.6861174683512","-46.9916019376695","brazil","sao paulo","jaguariuna","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_jaguariuna","brazil_sao paulo_jaguariuna",-22.69192697,-47.01296363,"county"
"Brazil","São Paulo","Joanópolis","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.9390257051022","-46.2094183740622","brazil","sao paulo","joanopolis","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_joanopolis","brazil_sao paulo_joanopolis",-22.938992,-46.20900427,"county"
"Brazil","São Paulo","Monte Alegre do Sul","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.7043419101873","-46.6676601175592","brazil","sao paulo","monte alegre do sul","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_monte alegre sul","brazil_sao paulo_monte alegre sul",-22.70419894,-46.66752492,"county"
"Brazil","São Paulo","Morungaba","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.8869612328917","-46.7666874557485","brazil","sao paulo","morungaba","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_morungaba","brazil_sao paulo_morungaba",-22.89345701,-46.78310974,"county"
"Brazil","São Paulo","Nazaré Paulista","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-23.1999067307533","-46.3568074140277","brazil","sao paulo","nazare paulista","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_nazare paulista","brazil_sao paulo_nazare paulista",-23.19131303,-46.36638664,"county"
"Brazil","São Paulo","Pedra Bela","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.7758597440504","-46.4419741663948","brazil","sao paulo","pedra bela","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_pedra bela","brazil_sao paulo_pedra bela",-22.77527649,-46.44170771,"county"
"Brazil","São Paulo","Pedreira","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.7547290575939","-46.8885063215503","brazil","sao paulo","pedreira","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_pedreira","brazil_sao paulo_pedreira",-22.75417327,-46.88873668,"county"
"Brazil","São Paulo","Pinhalzinho","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.7788000007482","-46.5734058088386","brazil","sao paulo","pinhalzinho","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_pinhalzinho","brazil_sao paulo_pinhalzinho",-22.77864579,-46.57317745,"county"
"Brazil","São Paulo","Piracaia","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-23.0367245934581","-46.2644918602251","brazil","sao paulo","piracaia","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_piracaia","brazil_sao paulo_piracaia",-23.0467249,-46.30289819,"county"
"Brazil","São Paulo","Santo Antônio de Posse","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.6301554922402","-46.9099295494639","brazil","sao paulo","santo antonio de posse","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_santo antonio posse","brazil_sao paulo_santo antonio posse",-22.60299134,-46.94946419,"county"
"Brazil","São Paulo","Serra Negra","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.6349054753655","-46.7159466835945","brazil","sao paulo","serra negra","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_serra negra","brazil_sao paulo_serra negra",-22.58873767,-46.68614154,"county"
"Brazil","São Paulo","Socorro","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.6892864326557","-46.5569287453917","brazil","sao paulo","socorro","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_socorro","brazil_sao paulo_socorro",-22.61109155,-46.52427932,"county"
"Brazil","São Paulo","Tuiuti","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.8303358019257","-46.6876284414367","brazil","sao paulo","tuiuti","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_tuiuti","brazil_sao paulo_tuiuti",-22.83062298,-46.68749116,"county"
"Brazil","São Paulo","Vargem","ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIM AREA II","-22.8901672148173","-46.4146674010854","brazil","sao paulo","vargem","area de protecao ambiental piracicaba juqueri-mirim area ii",NA,"locality","brazil_sao paulo_vargem","brazil_sao paulo_vargem",-22.88959153,-46.41432079,"county"
"Brazil","São Paulo","Barra do Turvo","ÁREA DE PROTEÇÃO AMBIENTAL PLANALTO DO TURVO","-24.9209144746403","-48.312518821222","brazil","sao paulo","barra do turvo","area de protecao ambiental planalto do turvo",NA,"locality","brazil_sao paulo_barra turvo","brazil_sao paulo_barra turvo",-24.88829261,-48.42712091,"county"
"Brazil","São Paulo","Cajati","ÁREA DE PROTEÇÃO AMBIENTAL PLANALTO DO TURVO","-24.9034139687518","-48.2580953703159","brazil","sao paulo","cajati","area de protecao ambiental planalto do turvo",NA,"locality","brazil_sao paulo_cajati","brazil_sao paulo_cajati",-24.77180482,-48.19476358,"county"
"Brazil","São Paulo","Barra do Turvo","ÁREA DE PROTEÇÃO AMBIENTAL QUILOMBOS DO MÉDIO RIBEIRA","-24.713195293119","-48.5144409606346","brazil","sao paulo","barra do turvo","area de protecao ambiental quilombos do medio ribeira",NA,"locality","brazil_sao paulo_barra turvo","brazil_sao paulo_barra turvo",-24.88829261,-48.42712091,"county"
"Brazil","São Paulo","Eldorado","ÁREA DE PROTEÇÃO AMBIENTAL QUILOMBOS DO MÉDIO RIBEIRA","-24.5383975798104","-48.3567276727167","brazil","sao paulo","eldorado","area de protecao ambiental quilombos do medio ribeira",NA,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county"
"Brazil","São Paulo","Iporanga","ÁREA DE PROTEÇÃO AMBIENTAL QUILOMBOS DO MÉDIO RIBEIRA","-24.5551263921079","-48.5110615972198","brazil","sao paulo","iporanga","area de protecao ambiental quilombos do medio ribeira",NA,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county"
"Brazil","São Paulo","Atibaia","ÁREA DE PROTEÇÃO AMBIENTAL REPRESA BAIRRO DA USINA","-23.0907131059809","-46.6363380499769","brazil","sao paulo","atibaia","area de protecao ambiental represa bairro da usina",NA,"locality","brazil_sao paulo_atibaia","brazil_sao paulo_atibaia",-23.12313459,-46.5869214,"county"
"Brazil","São Paulo","Agudos","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.4545440617077","-49.0520309272009","brazil","sao paulo","agudos","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_agudos","brazil_sao paulo_agudos",-22.57139205,-49.10872901,"county"
"Brazil","São Paulo","Avaí","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.1871533489846","-49.3161918876219","brazil","sao paulo","avai","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_avai","brazil_sao paulo_avai",-22.18649564,-49.31602143,"county"
"Brazil","São Paulo","Balbinos","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-21.8923195880868","-49.332825825117","brazil","sao paulo","balbinos","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_balbinos","brazil_sao paulo_balbinos",-21.89280841,-49.33348261,"county"
"Brazil","São Paulo","Bauru","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.2253321861789","-49.1555489757424","brazil","sao paulo","bauru","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county"
"Brazil","São Paulo","Duartina","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.333805184149","-49.3551989796659","brazil","sao paulo","duartina","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_duartina","brazil_sao paulo_duartina",-22.39289652,-49.41319133,"county"
"Brazil","São Paulo","Gália","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.2808246677339","-49.4726831671092","brazil","sao paulo","galia","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county"
"Brazil","São Paulo","Pirajuí","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-21.8896770310331","-49.2734394368648","brazil","sao paulo","pirajui","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_pirajui","brazil_sao paulo_pirajui",-22.00421326,-49.45378398,"county"
"Brazil","São Paulo","Piratininga","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.3917395549613","-49.1857180439738","brazil","sao paulo","piratininga","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_piratininga","brazil_sao paulo_piratininga",-22.42555244,-49.19207235,"county"
"Brazil","São Paulo","Presidente Alves","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-22.1187247821152","-49.4014247706137","brazil","sao paulo","presidente alves","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_presidente alves","brazil_sao paulo_presidente alves",-22.12131421,-49.4319646,"county"
"Brazil","São Paulo","Reginópolis","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-21.9182447241911","-49.1888707838229","brazil","sao paulo","reginopolis","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_reginopolis","brazil_sao paulo_reginopolis",-21.88290527,-49.18029091,"county"
"Brazil","São Paulo","Uru","ÁREA DE PROTEÇÃO AMBIENTAL RIO BATALHA","-21.8098591791995","-49.3056822761303","brazil","sao paulo","uru","area de protecao ambiental rio batalha",NA,"locality","brazil_sao paulo_uru","brazil_sao paulo_uru",-21.76606658,-49.2966886,"county"
"Brazil","São Paulo","Barra do Turvo","ÁREA DE PROTEÇÃO AMBIENTAL RIO PARDINHO E RIO VERMELHO","-25.0215717819403","-48.5288209232747","brazil","sao paulo","barra do turvo","area de protecao ambiental rio pardinho e rio vermelho",NA,"locality","brazil_sao paulo_barra turvo","brazil_sao paulo_barra turvo",-24.88829261,-48.42712091,"county"
"Brazil","São Paulo","Santo Antônio do Pinhal","ÁREA DE PROTEÇÃO AMBIENTAL SAPUCAÍ MIRIM","-22.8316389623583","-45.6979248775044","brazil","sao paulo","santo antonio do pinhal","area de protecao ambiental sapucai mirim",NA,"locality","brazil_sao paulo_santo antonio pinhal","brazil_sao paulo_santo antonio pinhal",-22.83155421,-45.69786919,"county"
"Brazil","São Paulo","São Bento do Sapucaí","ÁREA DE PROTEÇÃO AMBIENTAL SAPUCAÍ MIRIM","-22.6818058178135","-45.6864456629449","brazil","sao paulo","sao bento do sapucai","area de protecao ambiental sapucai mirim",NA,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county"
"Brazil","São Paulo","Capão Bonito","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO MAR","-24.1943698756916","-48.196122921827","brazil","sao paulo","capao bonito","area de protecao ambiental serra do mar",NA,"locality","brazil_sao paulo_capao bonito","brazil_sao paulo_capao bonito",-24.03890216,-48.28993485,"county"
