"country","stateProvince","municipality","locality","latitude","longitude","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","São Paulo","Barra do Turvo","RDS QUILOMBOS DE BARRA DO TURVO","-24.9249420147758","-48.4589055271089","brazil","sao paulo","barra do turvo","rds quilombos de barra do turvo",NA,"locality","brazil_sao paulo_barra turvo","brazil_sao paulo_barra turvo",-24.88829261,-48.42712091,"county"
"Brazil","São Paulo","Cosmópolis","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS","-22.6247311475492","-47.1357501300292","brazil","sao paulo","cosmopolis","area de relevante interesse ecologico matao de cosmopolis",NA,"locality","brazil_sao paulo_cosmopolis","brazil_sao paulo_cosmopolis",-22.65147846,-47.18605057,"county"
"Brazil","São Paulo","Peruíbe","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL","-24.4234343371729","-47.082274032119","brazil","sao paulo","peruibe","area de relevante interesse ecologico ilha ameixal",NA,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county"
"Brazil","São Paulo","Bananal","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANDEIA","-22.833620573025","-44.4180353018293","brazil","sao paulo","bananal","reserva particular do patrimonio natural candeia",NA,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county"
"Brazil","São Paulo","Araçoiaba da Serra","FLORESTA NACIONAL DE IPANEMA","-23.4571642364446","-47.6360232468993","brazil","sao paulo","aracoiaba da serra","floresta nacional de ipanema",NA,"locality","brazil_sao paulo_aracoiaba serra","brazil_sao paulo_aracoiaba serra",-23.54362967,-47.65124588,"county"
"Brazil","São Paulo","Capela do Alto","FLORESTA NACIONAL DE IPANEMA","-23.4456310463111","-47.6545154619922","brazil","sao paulo","capela do alto","floresta nacional de ipanema",NA,"locality","brazil_sao paulo_capela alto","brazil_sao paulo_capela alto",-23.46685137,-47.73077788,"county"
"Brazil","São Paulo","Iperó","FLORESTA NACIONAL DE IPANEMA","-23.4286334590562","-47.6204889550415","brazil","sao paulo","ipero","floresta nacional de ipanema",NA,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality"
"Brazil","São Paulo","Itanhaém","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO TAGUAÍBA II","-24.125903863631","-46.8855863031651","brazil","sao paulo","itanhaem","reserva particular do patrimonio natural sitio taguaiba ii",NA,"locality","brazil_sao paulo_itanhaem","brazil_sao paulo_itanhaem",-24.09121087,-46.8346865,"county"
"Brazil","São Paulo","Campinas","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","-22.82143032506","-47.1129310258232","brazil","sao paulo","campinas","area de relevante interesse ecologico mata de santa genebra",NA,"locality","brazil_sao paulo_campinas_area relevante interesse ecologico mata santa genebra","brazil_sao paulo_campinas_arie mata santa genebra",-22.8214303250563,-47.112931025815,"locality"
"Brazil","São Paulo","Paulínia","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","-22.8128810790151","-47.1166390077409","brazil","sao paulo","paulinia","area de relevante interesse ecologico mata de santa genebra",NA,"locality","brazil_sao paulo_paulinia","brazil_sao paulo_paulinia",-22.74772985,-47.144866,"county"
"Brazil","São Paulo","Porto Feliz","ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA","-23.2899828786029","-47.4801483449216","brazil","sao paulo","porto feliz","area de protecao ambiental do avecuia",NA,"locality","brazil_sao paulo_porto feliz","brazil_sao paulo_porto feliz",-23.23013105,-47.51655417,"county"
"Brazil","São Paulo","São Paulo","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA VIRGEM","-23.8865699418267","-46.7393856814802","brazil","sao paulo","sao paulo","reserva particular do patrimonio natural mata virgem",NA,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county"
"Brazil","São Paulo","Tapiraí","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MURIQUI","-24.0124821538501","-47.5571060060076","brazil","sao paulo","tapirai","reserva particular do patrimonio natural reserva muriqui",NA,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county"
"Brazil","São Paulo","Santos","PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","-23.9485799540146","-46.3626171919422","brazil","sao paulo","santos","parque natural municipal engenho sao jorge dos erasmos",NA,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county"
"Brazil","São Paulo","Monte Alto","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NARDINI SEMPRE VERDE","-21.2199685684881","-48.5689652173393","brazil","sao paulo","monte alto","reserva particular do patrimonio natural nardini sempre verde",NA,"locality","brazil_sao paulo_monte alto","brazil_sao paulo_monte alto",-21.25872816,-48.53301408,"county"
"Brazil","São Paulo","Mauá","PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","-23.6220503770034","-46.401549685831","brazil","sao paulo","maua","parque natural municipal cabeceiras do aricanduva",NA,"locality","brazil_sao paulo_maua","brazil_sao paulo_maua",-23.66543644,-46.44689168,"county"
"Brazil","São Paulo","São Paulo","PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","-23.6252230276368","-46.4093816780817","brazil","sao paulo","sao paulo","parque natural municipal cabeceiras do aricanduva",NA,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county"
"Brazil","São Paulo","São Bento do Sapucaí","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VIDA EM ABUNDÂNCIA","-22.6703244945244","-45.6839104154139","brazil","sao paulo","sao bento do sapucai","reserva particular do patrimonio natural vida em abundancia",NA,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county"
"Brazil","São Paulo","São Bento do Sapucaí","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRANSBAÚ I","-22.6691784154213","-45.6839067961823","brazil","sao paulo","sao bento do sapucai","reserva particular do patrimonio natural transbau i",NA,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county"
"Brazil","São Paulo","São José dos Campos","PARQUE NATURAL MUNICIPAL DO CERRADO","-23.271738645087","-45.881060635477","brazil","sao paulo","sao jose dos campos","parque natural municipal do cerrado",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Dracena","PARQUE ESTADUAL DO RIO PEIXE","-21.6221086627907","-51.6774965307192","brazil","sao paulo","dracena","parque estadual do rio peixe",NA,"locality","brazil_sao paulo_dracena","brazil_sao paulo_dracena",-21.5567336,-51.58400388,"county"
"Brazil","São Paulo","Ouro Verde","PARQUE ESTADUAL DO RIO PEIXE","-21.5837220924751","-51.7599363662573","brazil","sao paulo","ouro verde","parque estadual do rio peixe",NA,"locality","brazil_sao paulo_ouro verde","brazil_sao paulo_ouro verde",-21.51016005,-51.73748169,"county"
"Brazil","São Paulo","Piquerobi","PARQUE ESTADUAL DO RIO PEIXE","-21.6533113497561","-51.6610341881964","brazil","sao paulo","piquerobi","parque estadual do rio peixe",NA,"locality","brazil_sao paulo_piquerobi","brazil_sao paulo_piquerobi",-21.85309937,-51.73169134,"county"
"Brazil","São Paulo","Presidente Venceslau","PARQUE ESTADUAL DO RIO PEIXE","-21.6093843315667","-51.7335504103673","brazil","sao paulo","presidente venceslau","parque estadual do rio peixe",NA,"locality","brazil_sao paulo_presidente venceslau","brazil_sao paulo_presidente venceslau",-21.7928571,-51.83800705,"county"
"Brazil","São Paulo","Itapeva","ESTAÇÃO ECOLÓGICA ITAPEVA","-24.0775497985423","-49.0754757864923","brazil","sao paulo","itapeva","estacao ecologica itapeva",NA,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality"
"Brazil","São Paulo","Pariquera-Açu","PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","-24.6446300878344","-47.7766198453342","brazil","sao paulo","pariquera-acu","parque estadual da campina do encantado",NA,"locality","brazil_sao paulo_pariquera acu","brazil_sao paulo_pariquera acu",-24.67825289,-47.85009149,"county"
"Brazil","São Paulo","Paranapanema","ESTAÇÃO ECOLÓGICA DE PARANAPANEMA","-23.5127489511403","-48.7572133456032","brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",NA,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality"
"Brazil","São Paulo","Assis","ESTAÇÃO ECOLÓGICA DE ASSIS","-22.5905682646606","-50.3818017645302","brazil","sao paulo","assis","estacao ecologica de assis",NA,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality"
"Brazil","São Paulo","Caieiras","PARQUE ESTADUAL DO JUQUERY","-23.3624627641993","-46.7137425063722","brazil","sao paulo","caieiras","parque estadual do juquery",NA,"locality","brazil_sao paulo_caieiras","brazil_sao paulo_caieiras",-23.37625726,-46.74483156,"county"
"Brazil","São Paulo","Franco da Rocha","PARQUE ESTADUAL DO JUQUERY","-23.3470887189618","-46.695073912679","brazil","sao paulo","franco da rocha","parque estadual do juquery",NA,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality"
"Brazil","São Paulo","Mogi Guaçu","RESERVA BIOLÓGICA MOGI-GUAÇU","-22.2426634713425","-47.1637970139044","brazil","sao paulo","mogi guacu","reserva biologica mogi-guacu",NA,"locality","brazil_sao paulo_mogi guacu_reserva biologica mogi guacu","brazil_sao paulo_mogi guacu_rebio mogi guacu",-22.2532567289199,-47.1696129314737,"locality"
"Brazil","São Paulo","Porto Feliz","ÁREA DE PROTEÇÃO AMBIENTAL DO ENGENHO D’AGUA","-23.1302004346309","-47.5190570760092","brazil","sao paulo","porto feliz","area de protecao ambiental do engenho d’agua",NA,"locality","brazil_sao paulo_porto feliz","brazil_sao paulo_porto feliz",-23.23013105,-47.51655417,"county"
"Brazil","São Paulo","Piracaia","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PINHAL - GLEBA 2","-23.025448391251","-46.4086533870628","brazil","sao paulo","piracaia","reserva particular do patrimonio natural reserva do pinhal",NA,"locality","brazil_sao paulo_piracaia","brazil_sao paulo_piracaia",-23.0467249,-46.30289819,"county"
"Brazil","São Paulo","Brotas","ESTAÇÃO ECOLÓGICA DE ITIRAPINA","-22.2094287669838","-47.9105107076426","brazil","sao paulo","brotas","estacao ecologica de itirapina",NA,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county"
"Brazil","São Paulo","Itirapina","ESTAÇÃO ECOLÓGICA DE ITIRAPINA","-22.2334318884333","-47.8861783506768","brazil","sao paulo","itirapina","estacao ecologica de itirapina",NA,"locality","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_estacao ecologica itirapina",-22.247868,-47.826229,"locality"
"Brazil","São Paulo","Araras","ESTAÇÃO ECOLÓGICA DE MOGI-GUAÇU","-22.278835260644","-47.1896679435619","brazil","sao paulo","araras","estacao ecologica de mogi-guacu",NA,"locality","brazil_sao paulo_araras","brazil_sao paulo_araras",-22.34591352,-47.32386833,"county"
"Brazil","São Paulo","Mogi Guaçu","ESTAÇÃO ECOLÓGICA DE MOGI-GUAÇU","-22.2794945965116","-47.1741915524117","brazil","sao paulo","mogi guacu","estacao ecologica de mogi-guacu",NA,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county"
"Brazil","São Paulo","Brotas","ESTAÇÃO ECOLÓGICA MATA DO JACARÉ","-22.0822588393678","-48.026443206088","brazil","sao paulo","brotas","estacao ecologica mata do jacare",NA,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county"
"Brazil","São Paulo","Águas de Santa Bárbara","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","-22.8107767496473","-49.2233609524356","brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",NA,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county"
"Brazil","São Paulo","São Simão","ESTAÇÃO ECOLÓGICA DE SANTA MARIA","-21.3895974121149","-47.614770890321","brazil","sao paulo","sao simao","estacao ecologica de santa maria",NA,"locality","brazil_sao paulo_sao simao","brazil_sao paulo_sao simao",-21.46134264,-47.56821164,"county"
"Brazil","São Paulo","Buri","FLORESTA NACIONAL DE CAPÃO BONITO","-23.8915940782194","-48.5183843659164","brazil","sao paulo","buri","floresta nacional de capao bonito",NA,"locality","brazil_sao paulo_buri","brazil_sao paulo_buri",-23.75177605,-48.5753652,"county"
"Brazil","São Paulo","Capão Bonito","FLORESTA NACIONAL DE CAPÃO BONITO","-23.9413395495193","-48.5102973430191","brazil","sao paulo","capao bonito","floresta nacional de capao bonito",NA,"locality","brazil_sao paulo_capao bonito","brazil_sao paulo_capao bonito",-24.03890216,-48.28993485,"county"
"Brazil","São Paulo","Cerqueira César","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESTA MARIA HELENA","-23.0457708325618","-49.2141090733027","brazil","sao paulo","cerqueira cesar","reserva particular do patrimonio natural floresta maria helena",NA,"locality","brazil_sao paulo_cerqueira cesar","brazil_sao paulo_cerqueira cesar",-23.05984974,-49.14403463,"county"
"Brazil","São Paulo","Cruzeiro","MONUMENTO NATURAL ESTADUAL MANTIQUEIRA PAULISTA","-22.5038771475422","-45.0383218168395","brazil","sao paulo","cruzeiro","monumento natural estadual mantiqueira paulista",NA,"locality","brazil_sao paulo_cruzeiro","brazil_sao paulo_cruzeiro",-22.55138262,-45.00586734,"county"
"Brazil","São Paulo","Piquete","MONUMENTO NATURAL ESTADUAL MANTIQUEIRA PAULISTA","-22.5186396292927","-45.1246571279877","brazil","sao paulo","piquete","monumento natural estadual mantiqueira paulista",NA,"locality","brazil_sao paulo_piquete","brazil_sao paulo_piquete",-22.59001346,-45.17361677,"county"
"Brazil","São Paulo","Piracicaba","ESTAÇÃO ECOLÓGICA IBICATU","-22.7809055410957","-47.8204742153395","brazil","sao paulo","piracicaba","estacao ecologica ibicatu",NA,"locality","brazil_sao paulo_piracicaba_estacao ecologica ibicatu","brazil_sao paulo_piracicaba_eec ibicatu",-22.782927,-47.819338,"locality"
"Brazil","São Paulo","Cubatão","PARQUE NATURAL MUNICIPAL COTIA-PARÁ","-23.9072774964354","-46.4315569689424","brazil","sao paulo","cubatao","parque natural municipal cotia-para",NA,"locality","brazil_sao paulo_cubatao","brazil_sao paulo_cubatao",-23.86397955,-46.40830103,"county"
"Brazil","São Paulo","Mirassol","ESTAÇÃO ECOLÓGICA DO NOROESTE PAULISTA","-20.8429462883386","-49.4438146316923","brazil","sao paulo","mirassol","estacao ecologica do noroeste paulista",NA,"locality","brazil_sao paulo_mirassol","brazil_sao paulo_mirassol",-20.82751902,-49.50436813,"county"
"Brazil","São Paulo","São José do Rio Preto","ESTAÇÃO ECOLÓGICA DO NOROESTE PAULISTA","-20.8453580781822","-49.4353215857885","brazil","sao paulo","sao jose do rio preto","estacao ecologica do noroeste paulista",NA,"locality","brazil_sao paulo_sao jose rio preto","brazil_sao paulo_sao jose rio preto",-20.79748841,-49.35832492,"county"
"Brazil","São Paulo","Ilha Comprida","ARIE ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","-24.8907872464046","-47.7645996410222","brazil","sao paulo","ilha comprida","arie zona de vida silvestre da apa da ilha comprida",NA,"locality","brazil_sao paulo_ilha comprida","brazil_sao paulo_ilha comprida",-24.86188204,-47.71978317,"county"
"Brazil","São Paulo","Cananéia","RESERVA EXTRATIVISTA ILHA DO TUMBA","-25.2008954173498","-48.0109686991648","brazil","sao paulo","cananeia","reserva extrativista ilha do tumba",NA,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county"
"Brazil","São Paulo","Cananéia","RESERVA EXTRATIVISTA TAQUARI","-25.0580944498512","-48.0507521155928","brazil","sao paulo","cananeia","reserva extrativista taquari",NA,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county"
"Brazil","São Paulo","Iguape","ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","-24.4725545085751","-47.302019626432","brazil","sao paulo","iguape","estacao ecologica jureia-itatins",NA,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality"
"Brazil","São Paulo","Itariri","ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","-24.3514373896815","-47.1720500145422","brazil","sao paulo","itariri","estacao ecologica jureia-itatins",NA,"locality","brazil_sao paulo_itariri","brazil_sao paulo_itariri",-24.29272622,-47.12811396,"county"
"Brazil","São Paulo","Miracatu","ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","-24.3560808641562","-47.4150302007435","brazil","sao paulo","miracatu","estacao ecologica jureia-itatins",NA,"locality","brazil_sao paulo_miracatu","brazil_sao paulo_miracatu",-24.19476735,-47.39449137,"county"
"Brazil","São Paulo","Peruíbe","ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","-24.3577373802423","-47.0657545913871","brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",NA,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality"
"Brazil","São Paulo","Cananéia","PARQUE ESTADUAL LAGAMAR DE CANANEIA","-25.0796624103506","-48.1181249837406","brazil","sao paulo","cananeia","parque estadual lagamar de cananeia",NA,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county"
"Brazil","São Paulo","Jacupiranga","PARQUE ESTADUAL LAGAMAR DE CANANEIA","-24.9573342499473","-48.0508147281673","brazil","sao paulo","jacupiranga","parque estadual lagamar de cananeia",NA,"locality","brazil_sao paulo_jacupiranga","brazil_sao paulo_jacupiranga",-24.77622878,-48.05358583,"county"
"Brazil","São Paulo","Bertioga","PARQUE ESTADUAL RESTINGA DE BERTIOGA","-23.7572292819783","-45.9793411732098","brazil","sao paulo","bertioga","parque estadual restinga de bertioga",NA,"locality","brazil_sao paulo_bertioga","brazil_sao paulo_bertioga",-23.75901349,-46.02990871,"county"
"Brazil","São Paulo","Iguape","ARIE DO GUARÁ","-24.6999333024372","-47.475709545298","brazil","sao paulo","iguape","arie do guara",NA,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
"Brazil","São Paulo","Ilha Comprida","ARIE DO GUARÁ","-24.6879505932606","-47.4460817712688","brazil","sao paulo","ilha comprida","arie do guara",NA,"locality","brazil_sao paulo_ilha comprida","brazil_sao paulo_ilha comprida",-24.86188204,-47.71978317,"county"
"Brazil","São Paulo","São Sebastião","ARIE DE SÃO SEBASTIÃO","-23.814333263746","-45.5281879665171","brazil","sao paulo","sao sebastiao","arie de sao sebastiao",NA,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county"
"Brazil","São Paulo","Cananéia","PARQUE ESTADUAL DA ILHA DO CARDOSO","-25.1348909120778","-47.9684367957875","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso",NA,"locality","brazil_sao paulo_cananeia_parque estadual ilha cardoso","brazil_sao paulo_cananeia_pe ilha cardoso",-25.081975,-47.92687,"locality"
"Brazil","São Paulo","Iguape","PARQUE ESTADUAL DO ITINGUÇU","-24.4077909473945","-47.1292269452427","brazil","sao paulo","iguape","parque estadual do itingucu",NA,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
"Brazil","São Paulo","Peruíbe","PARQUE ESTADUAL DO ITINGUÇU","-24.4020720413977","-47.0577355077295","brazil","sao paulo","peruibe","parque estadual do itingucu",NA,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county"
"Brazil","São Paulo","Iguape","PARQUE ESTADUAL DO PRELADO","-24.5802130364957","-47.2854097520231","brazil","sao paulo","iguape","parque estadual do prelado",NA,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
"Brazil","São Paulo","Cananéia","RDS ITAPANHAPIMA","-25.1193431798908","-48.035358996676","brazil","sao paulo","cananeia","rds itapanhapima",NA,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county"
"Brazil","São Paulo","Cabreúva","ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","-23.3009316901951","-47.0801193634617","brazil","sao paulo","cabreuva","area de protecao ambiental cabreuva",NA,"locality","brazil_sao paulo_cabreuva","brazil_sao paulo_cabreuva",-23.30092444,-47.08008496,"county"
"Brazil","São Paulo","Indaiatuba","ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","-23.1822962422938","-47.1701731225805","brazil","sao paulo","indaiatuba","area de protecao ambiental cabreuva",NA,"locality","brazil_sao paulo_indaiatuba","brazil_sao paulo_indaiatuba",-23.10591845,-47.20227683,"county"
"Brazil","São Paulo","Itu","ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","-23.2256609742557","-47.1807869109004","brazil","sao paulo","itu","area de protecao ambiental cabreuva",NA,"locality","brazil_sao paulo_itu","brazil_sao paulo_itu",-23.3069902,-47.28467953,"county"
"Brazil","São Paulo","Salto","ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","-23.1955147349851","-47.2291078982603","brazil","sao paulo","salto","area de protecao ambiental cabreuva",NA,"locality","brazil_sao paulo_salto","brazil_sao paulo_salto",-23.17989077,-47.30222057,"county"
"Brazil","São Paulo","Cajamar","ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","-23.3513423832518","-46.8717118395153","brazil","sao paulo","cajamar","area de protecao ambiental cajamar",NA,"locality","brazil_sao paulo_cajamar","brazil_sao paulo_cajamar",-23.35036137,-46.87182559,"county"
"Brazil","São Paulo","Piracaia","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PINHAL - GLEBA 3","-23.0257227865264","-46.4107923314727","brazil","sao paulo","piracaia","reserva particular do patrimonio natural reserva do pinhal",NA,"locality","brazil_sao paulo_piracaia","brazil_sao paulo_piracaia",-23.0467249,-46.30289819,"county"
"Brazil","São Paulo","Cajati","ÁREA DE PROTEÇÃO AMBIENTAL CAJATI","-24.8376142879802","-48.228598668719","brazil","sao paulo","cajati","area de protecao ambiental cajati",NA,"locality","brazil_sao paulo_cajati","brazil_sao paulo_cajati",-24.77180482,-48.19476358,"county"
"Brazil","São Paulo","Analândia","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.1301497446032","-47.7065419259573","brazil","sao paulo","analandia","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_analandia","brazil_sao paulo_analandia",-22.12080983,-47.67783341,"county"
"Brazil","São Paulo","Barra Bonita","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.5106150931531","-48.4761290170683","brazil","sao paulo","barra bonita","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_barra bonita","brazil_sao paulo_barra bonita",-22.47907912,-48.54131464,"county"
"Brazil","São Paulo","Brotas","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.3405743059599","-47.9934304535957","brazil","sao paulo","brotas","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_brotas","brazil_sao paulo_brotas",-22.27281012,-48.08149193,"county"
"Brazil","São Paulo","Corumbataí","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.2467365292573","-47.6756232840192","brazil","sao paulo","corumbatai","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_corumbatai","brazil_sao paulo_corumbatai",-22.2359135,-47.61081529,"county"
"Brazil","São Paulo","Dois Córregos","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.4916621777892","-48.3218051678438","brazil","sao paulo","dois corregos","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_dois corregos","brazil_sao paulo_dois corregos",-22.39575142,-48.34060631,"county"
"Brazil","São Paulo","Ipeúna","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.3996666342279","-47.7287568436521","brazil","sao paulo","ipeuna","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_ipeuna","brazil_sao paulo_ipeuna",-22.42356738,-47.71576341,"county"
"Brazil","São Paulo","Itirapina","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.2945374009337","-47.8340293137595","brazil","sao paulo","itirapina","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_itirapina","brazil_sao paulo_itirapina",-22.29434051,-47.8340504,"county"
"Brazil","São Paulo","Mineiros do Tietê","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.486189277648","-48.4130693336598","brazil","sao paulo","mineiros do tiete","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_mineiros tiete","brazil_sao paulo_mineiros tiete",-22.462755,-48.43320167,"county"
"Brazil","São Paulo","Rio Claro","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.3400594988746","-47.7032430034111","brazil","sao paulo","rio claro","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county"
"Brazil","São Paulo","Santa Maria da Serra","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.5575533641378","-48.1519894961064","brazil","sao paulo","santa maria da serra","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_santa maria serra","brazil_sao paulo_santa maria serra",-22.56343802,-48.15551027,"county"
"Brazil","São Paulo","São Carlos","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.1003804831466","-47.8352430907417","brazil","sao paulo","sao carlos","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_sao carlos","brazil_sao paulo_sao carlos",-21.91857385,-47.86709407,"county"
"Brazil","São Paulo","São Pedro","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.5333139729089","-47.9471011692196","brazil","sao paulo","sao pedro","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_sao pedro","brazil_sao paulo_sao pedro",-22.55909093,-47.92446005,"county"
"Brazil","São Paulo","Torrinha","ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","-22.4716339838137","-48.1660718529096","brazil","sao paulo","torrinha","area de protecao ambiental cuesta corumbatai",NA,"locality","brazil_sao paulo_torrinha","brazil_sao paulo_torrinha",-22.44301487,-48.1637437,"county"
