"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"133","Brazil","São Paulo","São Bernardo do Campo","PNM ESTORIL - VIRGÍLIO SIMIONATO","brazil_sao paulo_sao bernardo campo_pnm estoril","brazil_sao paulo_sao bernardo campo_pnm estoril","-23.7737490943045","-46.5154162447391","locality","cnuc_ibge"
"674","Brazil","São Paulo","São Bernardo do Campo","PNM ESTORIL - VIRGÍLIO SIMIONATO","brazil_sao paulo_sao bernardo campo_parque natural municipal estoril","brazil_sao paulo_sao bernardo campo_pnm estoril","-23.7737490943045","-46.5154162447391","locality","cnuc_ibge"
"360","Brazil","São Paulo","São Carlos","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao carlos_apa cuesta corumbatai","brazil_sao paulo_sao carlos_apa cuesta corumbatai","-22.1003804831466","-47.8352430907417","locality","cnuc_ibge"
"901","Brazil","São Paulo","São Carlos","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao carlos_area protecao ambiental cuesta corumbatai","brazil_sao paulo_sao carlos_apa cuesta corumbatai","-22.1003804831466","-47.8352430907417","locality","cnuc_ibge"
"182","Brazil","São Paulo","São João da Boa Vista","RPPN PARAÍSO","brazil_sao paulo_sao joao boa vista_rppn paraiso","brazil_sao paulo_sao joao boa vista_rppn paraiso","-22.0669462707209","-46.7337823192654","locality","cnuc_ibge"
"723","Brazil","São Paulo","São João da Boa Vista","RPPN PARAÍSO","brazil_sao paulo_sao joao boa vista_reserva particular patrimonio natural paraiso","brazil_sao paulo_sao joao boa vista_rppn paraiso","-22.0669462707209","-46.7337823192654","locality","cnuc_ibge"
"23","Brazil","São Paulo","São José do Barreiro","PARNA DA SERRA DA BOCAINA","brazil_sao paulo_sao jose barreiro_parna serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","-22.8241860850491","-44.6360055924462","locality","cnuc_ibge"
"564","Brazil","São Paulo","São José do Barreiro","PARNA DA SERRA DA BOCAINA","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","-22.8241860850491","-44.6360055924462","locality","cnuc_ibge"
"166","Brazil","São Paulo","São José do Barreiro","RPPN BESOURO DE FOGO","brazil_sao paulo_sao jose barreiro_rppn besouro fogo","brazil_sao paulo_sao jose barreiro_rppn besouro fogo","-22.6819630153613","-44.5654192468547","locality","cnuc_ibge"
"707","Brazil","São Paulo","São José do Barreiro","RPPN BESOURO DE FOGO","brazil_sao paulo_sao jose barreiro_reserva particular patrimonio natural besouro fogo","brazil_sao paulo_sao jose barreiro_rppn besouro fogo","-22.6819630153613","-44.5654192468547","locality","cnuc_ibge"
"222","Brazil","São Paulo","São José do Barreiro","RPPN CABURÉ","brazil_sao paulo_sao jose barreiro_rppn cabure","brazil_sao paulo_sao jose barreiro_rppn cabure","-22.7416118855195","-44.5473525199066","locality","cnuc_ibge"
"763","Brazil","São Paulo","São José do Barreiro","RPPN CABURÉ","brazil_sao paulo_sao jose barreiro_reserva particular patrimonio natural cabure","brazil_sao paulo_sao jose barreiro_rppn cabure","-22.7416118855195","-44.5473525199066","locality","cnuc_ibge"
"273","Brazil","São Paulo","São José do Barreiro","RPPN FAZENDA CATADUPA","brazil_sao paulo_sao jose barreiro_rppn fazenda catadupa","brazil_sao paulo_sao jose barreiro_rppn fazenda catadupa","-22.6717980795808","-44.524974735659","locality","cnuc_ibge"
"814","Brazil","São Paulo","São José do Barreiro","RPPN FAZENDA CATADUPA","brazil_sao paulo_sao jose barreiro_reserva particular patrimonio natural fazenda catadupa","brazil_sao paulo_sao jose barreiro_rppn fazenda catadupa","-22.6717980795808","-44.524974735659","locality","cnuc_ibge"
"200","Brazil","São Paulo","São José do Barreiro","RPPN POUSADA CAMPOS DA BOCAINA","brazil_sao paulo_sao jose barreiro_rppn pousada campos bocaina","brazil_sao paulo_sao jose barreiro_rppn pousada campos bocaina","-22.7201372669651","-44.6186221030863","locality","cnuc_ibge"
"741","Brazil","São Paulo","São José do Barreiro","RPPN POUSADA CAMPOS DA BOCAINA","brazil_sao paulo_sao jose barreiro_reserva particular patrimonio natural pousada campos bocaina","brazil_sao paulo_sao jose barreiro_rppn pousada campos bocaina","-22.7201372669651","-44.6186221030863","locality","cnuc_ibge"
"189","Brazil","São Paulo","São José do Barreiro","RPPN SERRA DA BOCAINA","brazil_sao paulo_sao jose barreiro_rppn serra bocaina","brazil_sao paulo_sao jose barreiro_rppn serra bocaina","-22.669431573311","-44.6027996961208","locality","cnuc_ibge"
"730","Brazil","São Paulo","São José do Barreiro","RPPN SERRA DA BOCAINA","brazil_sao paulo_sao jose barreiro_reserva particular patrimonio natural serra bocaina","brazil_sao paulo_sao jose barreiro_rppn serra bocaina","-22.669431573311","-44.6027996961208","locality","cnuc_ibge"
"324","Brazil","São Paulo","São José do Rio Preto","EEC DO NOROESTE PAULISTA","brazil_sao paulo_sao jose rio preto_eec noroeste paulista","brazil_sao paulo_sao jose rio preto_eec noroeste paulista","-20.8453580781822","-49.4353215857885","locality","cnuc_ibge"
"865","Brazil","São Paulo","São José do Rio Preto","EEC DO NOROESTE PAULISTA","brazil_sao paulo_sao jose rio preto_estacao ecologica noroeste paulista","brazil_sao paulo_sao jose rio preto_eec noroeste paulista","-20.8453580781822","-49.4353215857885","locality","cnuc_ibge"
"495","Brazil","São Paulo","São José do Rio Preto","FE DO NOROESTE PAULISTA","brazil_sao paulo_sao jose rio preto_fe noroeste paulista","brazil_sao paulo_sao jose rio preto_fe noroeste paulista","-20.8394370096627","-49.4348480181076","locality","cnuc_ibge"
"1036","Brazil","São Paulo","São José do Rio Preto","FE DO NOROESTE PAULISTA","brazil_sao paulo_sao jose rio preto_floresta estadual noroeste paulista","brazil_sao paulo_sao jose rio preto_fe noroeste paulista","-20.8394370096627","-49.4348480181076","locality","cnuc_ibge"
"69","Brazil","São Paulo","São José dos Campos","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_sao jose campos_apa bacia paraiba sul","brazil_sao paulo_sao jose campos_apa bacia paraiba sul","-23.0383294650756","-45.9492025407057","locality","cnuc_ibge"
"610","Brazil","São Paulo","São José dos Campos","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_sao jose campos_area protecao ambiental bacia paraiba sul","brazil_sao paulo_sao jose campos_apa bacia paraiba sul","-23.0383294650756","-45.9492025407057","locality","cnuc_ibge"
"383","Brazil","São Paulo","São José dos Campos","APA DO BANHADO","brazil_sao paulo_sao jose campos_apa banhado","brazil_sao paulo_sao jose campos_apa banhado","-23.2028467461118","-45.9413669409607","locality","cnuc_ibge"
"924","Brazil","São Paulo","São José dos Campos","APA DO BANHADO","brazil_sao paulo_sao jose campos_area protecao ambiental banhado","brazil_sao paulo_sao jose campos_apa banhado","-23.2028467461118","-45.9413669409607","locality","cnuc_ibge"
"395","Brazil","São Paulo","São José dos Campos","APA SÃO FRANCISCO XAVIER","brazil_sao paulo_sao jose campos_apa sao francisco xavier","brazil_sao paulo_sao jose campos_apa sao francisco xavier","-22.8873580738689","-45.9475671892989","locality","cnuc_ibge"
"936","Brazil","São Paulo","São José dos Campos","APA SÃO FRANCISCO XAVIER","brazil_sao paulo_sao jose campos_area protecao ambiental sao francisco xavier","brazil_sao paulo_sao jose campos_apa sao francisco xavier","-22.8873580738689","-45.9475671892989","locality","cnuc_ibge"
"112","Brazil","São Paulo","São José dos Campos","PNM AUGUSTO RUSCHI","brazil_sao paulo_sao jose campos_pnm augusto ruschi","brazil_sao paulo_sao jose campos_pnm augusto ruschi","-23.0669398658237","-45.9364220809602","locality","cnuc_ibge"
"653","Brazil","São Paulo","São José dos Campos","PNM AUGUSTO RUSCHI","brazil_sao paulo_sao jose campos_parque natural municipal augusto ruschi","brazil_sao paulo_sao jose campos_pnm augusto ruschi","-23.0669398658237","-45.9364220809602","locality","cnuc_ibge"
"120","Brazil","São Paulo","São José dos Campos","PNM DO BANHADO","brazil_sao paulo_sao jose campos_pnm banhado","brazil_sao paulo_sao jose campos_pnm banhado","-23.176384707604","-45.8970359342656","locality","cnuc_ibge"
"661","Brazil","São Paulo","São José dos Campos","PNM DO BANHADO","brazil_sao paulo_sao jose campos_parque natural municipal banhado","brazil_sao paulo_sao jose campos_pnm banhado","-23.176384707604","-45.8970359342656","locality","cnuc_ibge"
"295","Brazil","São Paulo","São José dos Campos","PNM DO CERRADO","brazil_sao paulo_sao jose campos_pnm cerrado","brazil_sao paulo_sao jose campos_pnm cerrado","-23.271738645087","-45.881060635477","locality","cnuc_ibge"
"836","Brazil","São Paulo","São José dos Campos","PNM DO CERRADO","brazil_sao paulo_sao jose campos_parque natural municipal cerrado","brazil_sao paulo_sao jose campos_pnm cerrado","-23.271738645087","-45.881060635477","locality","cnuc_ibge"
"239","Brazil","São Paulo","São José dos Campos","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_sao jose campos_rppn fazenda san michele","brazil_sao paulo_sao jose campos_rppn fazenda san michele","-23.086886699035","-46.1027878074296","locality","cnuc_ibge"
"780","Brazil","São Paulo","São José dos Campos","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_sao jose campos_reserva particular patrimonio natural fazenda san michele","brazil_sao paulo_sao jose campos_rppn fazenda san michele","-23.086886699035","-46.1027878074296","locality","cnuc_ibge"
"159","Brazil","São Paulo","São José dos Campos","RPPN RESERVA DOS MURIQUIS","brazil_sao paulo_sao jose campos_rppn reserva muriquis","brazil_sao paulo_sao jose campos_rppn reserva muriquis","-22.9035497308414","-45.952724822977","locality","cnuc_ibge"
"700","Brazil","São Paulo","São José dos Campos","RPPN RESERVA DOS MURIQUIS","brazil_sao paulo_sao jose campos_reserva particular patrimonio natural reserva muriquis","brazil_sao paulo_sao jose campos_rppn reserva muriquis","-22.9035497308414","-45.952724822977","locality","cnuc_ibge"
"529","Brazil","São Paulo","São Luiz do Paraitinga","PE DA SERRA DO MAR","brazil_sao paulo_sao luiz paraitinga_pe serra mar","brazil_sao paulo_sao luiz paraitinga_pe serra mar","-23.3222494154579","-45.1306154426941","locality","cnuc_ibge"
"1070","Brazil","São Paulo","São Luiz do Paraitinga","PE DA SERRA DO MAR","brazil_sao paulo_sao luiz paraitinga_parque estadual serra mar","brazil_sao paulo_sao luiz paraitinga_pe serra mar","-23.3222494154579","-45.1306154426941","locality","cnuc_ibge"
"248","Brazil","São Paulo","São Luiz do Paraitinga","RPPN ÁGUAS CLARAS","brazil_sao paulo_sao luiz paraitinga_rppn aguas claras","brazil_sao paulo_sao luiz paraitinga_rppn aguas claras","-23.3123550869176","-45.2280534637182","locality","cnuc_ibge"
"789","Brazil","São Paulo","São Luiz do Paraitinga","RPPN ÁGUAS CLARAS","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural aguas claras","brazil_sao paulo_sao luiz paraitinga_rppn aguas claras","-23.3123550869176","-45.2280534637182","locality","cnuc_ibge"
"156","Brazil","São Paulo","São Luiz do Paraitinga","RPPN GUAINUMBI","brazil_sao paulo_sao luiz paraitinga_rppn guainumbi","brazil_sao paulo_sao luiz paraitinga_rppn guainumbi","-23.3149452387287","-45.1624668876788","locality","cnuc_ibge"
"697","Brazil","São Paulo","São Luiz do Paraitinga","RPPN GUAINUMBI","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural guainumbi","brazil_sao paulo_sao luiz paraitinga_rppn guainumbi","-23.3149452387287","-45.1624668876788","locality","cnuc_ibge"
"224","Brazil","São Paulo","São Luiz do Paraitinga","RPPN SÍTIO PRIMAVERA","brazil_sao paulo_sao luiz paraitinga_rppn sitio primavera","brazil_sao paulo_sao luiz paraitinga_rppn sitio primavera","-23.3216244703752","-45.1507451227478","locality","cnuc_ibge"
"765","Brazil","São Paulo","São Luiz do Paraitinga","RPPN SÍTIO PRIMAVERA","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural sitio primavera","brazil_sao paulo_sao luiz paraitinga_rppn sitio primavera","-23.3216244703752","-45.1507451227478","locality","cnuc_ibge"
"370","Brazil","São Paulo","São Manuel","APA CUESTA GUARANI","brazil_sao paulo_sao manuel_apa cuesta guarani","brazil_sao paulo_sao manuel_apa cuesta guarani","-22.7817429848498","-48.513692736135","locality","cnuc_ibge"
"911","Brazil","São Paulo","São Manuel","APA CUESTA GUARANI","brazil_sao paulo_sao manuel_area protecao ambiental cuesta guarani","brazil_sao paulo_sao manuel_apa cuesta guarani","-22.7817429848498","-48.513692736135","locality","cnuc_ibge"
"30","Brazil","São Paulo","São Miguel Arcanjo","PE CARLOS BOTELHO","brazil_sao paulo_sao miguel arcanjo_pe carlos botelho","brazil_sao paulo_sao miguel arcanjo_pe carlos botelho","-24.0656755633006","-47.9380674776832","locality","cnuc_ibge"
"571","Brazil","São Paulo","São Miguel Arcanjo","PE CARLOS BOTELHO","brazil_sao paulo_sao miguel arcanjo_parque estadual carlos botelho","brazil_sao paulo_sao miguel arcanjo_pe carlos botelho","-24.0656755633006","-47.9380674776832","locality","cnuc_ibge"
"154","Brazil","São Paulo","São Miguel Arcanjo","RPPN TRÁPAGA","brazil_sao paulo_sao miguel arcanjo_rppn trapaga","brazil_sao paulo_sao miguel arcanjo_rppn trapaga","-24.0518906643104","-47.9784013489493","locality","cnuc_ibge"
"695","Brazil","São Paulo","São Miguel Arcanjo","RPPN TRÁPAGA","brazil_sao paulo_sao miguel arcanjo_reserva particular patrimonio natural trapaga","brazil_sao paulo_sao miguel arcanjo_rppn trapaga","-24.0518906643104","-47.9784013489493","locality","cnuc_ibge"
"84","Brazil","São Paulo","São Paulo","APA BORORÉ-COLÔNIA","brazil_sao paulo_sao paulo_apa borore colonia","brazil_sao paulo_sao paulo_apa borore colonia","-23.8099750171756","-46.6773280779176","locality","cnuc_ibge"
"625","Brazil","São Paulo","São Paulo","APA BORORÉ-COLÔNIA","brazil_sao paulo_sao paulo_area protecao ambiental borore colonia","brazil_sao paulo_sao paulo_apa borore colonia","-23.8099750171756","-46.6773280779176","locality","cnuc_ibge"
"125","Brazil","São Paulo","São Paulo","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_sao paulo_apa cabucu tanque grande","brazil_sao paulo_sao paulo_apa cabucu tanque grande","-23.4002484845561","-46.5562996959745","locality","cnuc_ibge"
"666","Brazil","São Paulo","São Paulo","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_sao paulo_area protecao ambiental cabucu tanque grande","brazil_sao paulo_sao paulo_apa cabucu tanque grande","-23.4002484845561","-46.5562996959745","locality","cnuc_ibge"
"400","Brazil","São Paulo","São Paulo","APA MATA DO IGUATEMÍ","brazil_sao paulo_sao paulo_apa mata iguatemi","brazil_sao paulo_sao paulo_apa mata iguatemi","-23.573554404284","-46.4190800670272","locality","cnuc_ibge"
"941","Brazil","São Paulo","São Paulo","APA MATA DO IGUATEMÍ","brazil_sao paulo_sao paulo_area protecao ambiental mata iguatemi","brazil_sao paulo_sao paulo_apa mata iguatemi","-23.573554404284","-46.4190800670272","locality","cnuc_ibge"
"83","Brazil","São Paulo","São Paulo","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_sao paulo_apa municipal capivari monos","brazil_sao paulo_sao paulo_apa municipal capivari monos","-23.9239053758553","-46.6975285299544","locality","cnuc_ibge"
"624","Brazil","São Paulo","São Paulo","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_sao paulo_area protecao ambiental municipal capivari monos","brazil_sao paulo_sao paulo_apa municipal capivari monos","-23.9239053758553","-46.6975285299544","locality","cnuc_ibge"
"402","Brazil","São Paulo","São Paulo","APA PARQUE E FAZENDA DO CARMO","brazil_sao paulo_sao paulo_apa parque e fazenda carmo","brazil_sao paulo_sao paulo_apa parque e fazenda carmo","-23.5832903241185","-46.4646554125431","locality","cnuc_ibge"
"943","Brazil","São Paulo","São Paulo","APA PARQUE E FAZENDA DO CARMO","brazil_sao paulo_sao paulo_area protecao ambiental parque e fazenda carmo","brazil_sao paulo_sao paulo_apa parque e fazenda carmo","-23.5832903241185","-46.4646554125431","locality","cnuc_ibge"
"474","Brazil","São Paulo","São Paulo","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_sao paulo_apa varzea rio tiete","brazil_sao paulo_sao paulo_apa varzea rio tiete","-23.485336376563","-46.4721812662294","locality","cnuc_ibge"
"1015","Brazil","São Paulo","São Paulo","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_sao paulo_area protecao ambiental varzea rio tiete","brazil_sao paulo_sao paulo_apa varzea rio tiete","-23.485336376563","-46.4721812662294","locality","cnuc_ibge"
"109","Brazil","São Paulo","São Paulo","PE ALBERTO LÖFGREN","brazil_sao paulo_sao paulo_pe alberto lofgren","brazil_sao paulo_sao paulo_pe alberto lofgren","-23.4622465708466","-46.6394835761412","locality","cnuc_ibge"
"650","Brazil","São Paulo","São Paulo","PE ALBERTO LÖFGREN","brazil_sao paulo_sao paulo_parque estadual alberto lofgren","brazil_sao paulo_sao paulo_pe alberto lofgren","-23.4622465708466","-46.6394835761412","locality","cnuc_ibge"
"41","Brazil","São Paulo","São Paulo","PE DA CANTAREIRA","brazil_sao paulo_sao paulo_pe cantareira","brazil_sao paulo_sao paulo_pe cantareira","-23.4116884423638","-46.6159906591046","locality","cnuc_ibge"
"582","Brazil","São Paulo","São Paulo","PE DA CANTAREIRA","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira","-23.4116884423638","-46.6159906591046","locality","cnuc_ibge"
"530","Brazil","São Paulo","São Paulo","PE DA SERRA DO MAR","brazil_sao paulo_sao paulo_pe serra mar","brazil_sao paulo_sao paulo_parque estadual serra mar","-23.968306089049","-46.677594042312","locality","cnuc_ibge"
"1071","Brazil","São Paulo","São Paulo","PE DA SERRA DO MAR","brazil_sao paulo_sao paulo_parque estadual serra mar","brazil_sao paulo_sao paulo_parque estadual serra mar","-23.968306089049","-46.677594042312","locality","cnuc_ibge"
"535","Brazil","São Paulo","São Paulo","PE DAS FONTES DO IPIRANGA","brazil_sao paulo_sao paulo_pe fontes ipiranga","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)","-23.6508532577952","-46.6234785969078","locality","cnuc_ibge"
"1076","Brazil","São Paulo","São Paulo","PE DAS FONTES DO IPIRANGA","brazil_sao paulo_sao paulo_parque estadual fontes ipiranga","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)","-23.6508532577952","-46.6234785969078","locality","cnuc_ibge"
"48","Brazil","São Paulo","São Paulo","PE DO JARAGUÁ","brazil_sao paulo_sao paulo_pe jaragua","brazil_sao paulo_sao paulo_parque estadual jaragua","-23.4631050931204","-46.7657929393444","locality","cnuc_ibge"
"589","Brazil","São Paulo","São Paulo","PE DO JARAGUÁ","brazil_sao paulo_sao paulo_parque estadual jaragua","brazil_sao paulo_sao paulo_parque estadual jaragua","-23.4631050931204","-46.7657929393444","locality","cnuc_ibge"
"111","Brazil","São Paulo","São Paulo","PNM BORORÉ","brazil_sao paulo_sao paulo_pnm borore","brazil_sao paulo_sao paulo_pnm borore","-23.7977034870491","-46.6527785102097","locality","cnuc_ibge"
"652","Brazil","São Paulo","São Paulo","PNM BORORÉ","brazil_sao paulo_sao paulo_parque natural municipal borore","brazil_sao paulo_sao paulo_pnm borore","-23.7977034870491","-46.6527785102097","locality","cnuc_ibge"
"292","Brazil","São Paulo","São Paulo","PNM CABECEIRAS DO ARICANDUVA","brazil_sao paulo_sao paulo_pnm cabeceiras aricanduva","brazil_sao paulo_sao paulo_pnm cabeceiras aricanduva","-23.6252230276368","-46.4093816780817","locality","cnuc_ibge"
"833","Brazil","São Paulo","São Paulo","PNM CABECEIRAS DO ARICANDUVA","brazil_sao paulo_sao paulo_parque natural municipal cabeceiras aricanduva","brazil_sao paulo_sao paulo_pnm cabeceiras aricanduva","-23.6252230276368","-46.4093816780817","locality","cnuc_ibge"
"104","Brazil","São Paulo","São Paulo","PNM DA CRATERA DE COLÔNIA","brazil_sao paulo_sao paulo_pnm cratera colonia","brazil_sao paulo_sao paulo_pnm cratera colonia","-23.8785447118292","-46.7078285836643","locality","cnuc_ibge"
"645","Brazil","São Paulo","São Paulo","PNM DA CRATERA DE COLÔNIA","brazil_sao paulo_sao paulo_parque natural municipal cratera colonia","brazil_sao paulo_sao paulo_pnm cratera colonia","-23.8785447118292","-46.7078285836643","locality","cnuc_ibge"
"85","Brazil","São Paulo","São Paulo","PNM FAZENDA DO CARMO","brazil_sao paulo_sao paulo_pnm fazenda carmo","brazil_sao paulo_sao paulo_pnm fazenda carmo","-23.5872906337673","-46.4659406991411","locality","cnuc_ibge"
"626","Brazil","São Paulo","São Paulo","PNM FAZENDA DO CARMO","brazil_sao paulo_sao paulo_parque natural municipal fazenda carmo","brazil_sao paulo_sao paulo_pnm fazenda carmo","-23.5872906337673","-46.4659406991411","locality","cnuc_ibge"
"136","Brazil","São Paulo","São Paulo","PNM ITAIM","brazil_sao paulo_sao paulo_pnm itaim","brazil_sao paulo_sao paulo_pnm itaim","-23.8059399917005","-46.7097818851099","locality","cnuc_ibge"
"677","Brazil","São Paulo","São Paulo","PNM ITAIM","brazil_sao paulo_sao paulo_parque natural municipal itaim","brazil_sao paulo_sao paulo_pnm itaim","-23.8059399917005","-46.7097818851099","locality","cnuc_ibge"
"137","Brazil","São Paulo","São Paulo","PNM JACEGUAVA","brazil_sao paulo_sao paulo_pnm jaceguava","brazil_sao paulo_sao paulo_pnm jaceguava","-23.7817044266443","-46.7682717991262","locality","cnuc_ibge"
"678","Brazil","São Paulo","São Paulo","PNM JACEGUAVA","brazil_sao paulo_sao paulo_parque natural municipal jaceguava","brazil_sao paulo_sao paulo_pnm jaceguava","-23.7817044266443","-46.7682717991262","locality","cnuc_ibge"
"135","Brazil","São Paulo","São Paulo","PNM VARGINHA","brazil_sao paulo_sao paulo_pnm varginha","brazil_sao paulo_sao paulo_pnm varginha","-23.7998012123954","-46.6740748677717","locality","cnuc_ibge"
"676","Brazil","São Paulo","São Paulo","PNM VARGINHA","brazil_sao paulo_sao paulo_parque natural municipal varginha","brazil_sao paulo_sao paulo_pnm varginha","-23.7998012123954","-46.6740748677717","locality","cnuc_ibge"
"110","Brazil","São Paulo","São Paulo","RESERVA PARTICULAR DO PATRIMONIO NATURAL MUTINGA","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga","-23.4993544097462","-46.7521305443247","locality","cnuc_ibge"
"651","Brazil","São Paulo","São Paulo","RESERVA PARTICULAR DO PATRIMONIO NATURAL MUTINGA","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga","-23.4993544097462","-46.7521305443247","locality","cnuc_ibge"
"170","Brazil","São Paulo","São Paulo","REVIS ANHANGUERA","brazil_sao paulo_sao paulo_revis anhanguera","brazil_sao paulo_sao paulo_revis anhanguera","-23.4101905822154","-46.7937316997632","locality","cnuc_ibge"
"711","Brazil","São Paulo","São Paulo","REVIS ANHANGUERA","brazil_sao paulo_sao paulo_refugio vida silvestre anhanguera","brazil_sao paulo_sao paulo_revis anhanguera","-23.4101905822154","-46.7937316997632","locality","cnuc_ibge"
"287","Brazil","São Paulo","São Paulo","RPPN MATA VIRGEM","brazil_sao paulo_sao paulo_rppn mata virgem","brazil_sao paulo_sao paulo_rppn mata virgem","-23.8865699418267","-46.7393856814802","locality","cnuc_ibge"
"828","Brazil","São Paulo","São Paulo","RPPN MATA VIRGEM","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mata virgem","brazil_sao paulo_sao paulo_rppn mata virgem","-23.8865699418267","-46.7393856814802","locality","cnuc_ibge"
"240","Brazil","São Paulo","São Paulo","RPPN SÍTIO CURUCUTU","brazil_sao paulo_sao paulo_rppn sitio curucutu","brazil_sao paulo_sao paulo_rppn sitio curucutu","-23.8905541132297","-46.6211512475014","locality","cnuc_ibge"
"781","Brazil","São Paulo","São Paulo","RPPN SÍTIO CURUCUTU","brazil_sao paulo_sao paulo_reserva particular patrimonio natural sitio curucutu","brazil_sao paulo_sao paulo_rppn sitio curucutu","-23.8905541132297","-46.6211512475014","locality","cnuc_ibge"
"361","Brazil","São Paulo","São Pedro","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao pedro_apa cuesta corumbatai","brazil_sao paulo_sao pedro_apa cuesta corumbatai","-22.5333139729089","-47.9471011692196","locality","cnuc_ibge"
"902","Brazil","São Paulo","São Pedro","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao pedro_area protecao ambiental cuesta corumbatai","brazil_sao paulo_sao pedro_apa cuesta corumbatai","-22.5333139729089","-47.9471011692196","locality","cnuc_ibge"
"489","Brazil","São Paulo","São Pedro","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_sao pedro_apa tanqua rio piracicaba","brazil_sao paulo_sao pedro_apa tanqua rio piracicaba","-22.6569397135429","-47.9747035816066","locality","cnuc_ibge"
"1030","Brazil","São Paulo","São Pedro","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_sao pedro_area protecao ambiental tanqua rio piracicaba","brazil_sao paulo_sao pedro_apa tanqua rio piracicaba","-22.6569397135429","-47.9747035816066","locality","cnuc_ibge"
"479","Brazil","São Paulo","São Pedro","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico","-22.6472971142068","-47.9121467706633","locality","cnuc_ibge"
"1020","Brazil","São Paulo","São Pedro","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico","-22.6472971142068","-47.9121467706633","locality","cnuc_ibge"
"392","Brazil","São Paulo","São Roque","APA ITUPARARANGA","brazil_sao paulo_sao roque_apa itupararanga","brazil_sao paulo_sao roque_apa itupararanga","-23.609739573818","-47.114320070852","locality","cnuc_ibge"
"933","Brazil","São Paulo","São Roque","APA ITUPARARANGA","brazil_sao paulo_sao roque_area protecao ambiental itupararanga","brazil_sao paulo_sao roque_apa itupararanga","-23.609739573818","-47.114320070852","locality","cnuc_ibge"
"161","Brazil","São Paulo","São Roque","PNM DE SÃO ROQUE","brazil_sao paulo_sao roque_pnm sao roque","brazil_sao paulo_sao roque_pnm sao roque","-23.5293995649696","-47.1074521213443","locality","cnuc_ibge"
"702","Brazil","São Paulo","São Roque","PNM DE SÃO ROQUE","brazil_sao paulo_sao roque_parque natural municipal sao roque","brazil_sao paulo_sao roque_pnm sao roque","-23.5293995649696","-47.1074521213443","locality","cnuc_ibge"
"153","Brazil","São Paulo","São Sebastião","APA BALEIA SAHY","brazil_sao paulo_sao sebastiao_apa baleia sahy","brazil_sao paulo_sao sebastiao_apa baleia sahy","-23.7609136232251","-45.6703001446371","locality","cnuc_ibge"
"694","Brazil","São Paulo","São Sebastião","APA BALEIA SAHY","brazil_sao paulo_sao sebastiao_area protecao ambiental baleia sahy","brazil_sao paulo_sao sebastiao_apa baleia sahy","-23.7609136232251","-45.6703001446371","locality","cnuc_ibge"
"337","Brazil","São Paulo","São Sebastião","ARIE DE SÃO SEBASTIÃO","brazil_sao paulo_sao sebastiao_arie sao sebastiao","brazil_sao paulo_sao sebastiao_arie sao sebastiao","-23.814333263746","-45.5281879665171","locality","cnuc_ibge"
"878","Brazil","São Paulo","São Sebastião","ARIE DE SÃO SEBASTIÃO","brazil_sao paulo_sao sebastiao_arie sao sebastiao","brazil_sao paulo_sao sebastiao_arie sao sebastiao","-23.814333263746","-45.5281879665171","locality","cnuc_ibge"
