"country","stateProvince","municipality","country.new","stateProvince.new","municipality.new","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","Mato Grosso","Boa Esperança do Norte","brazil","mato grosso","boa esperanca do norte","municipality","brazil_mato grosso_boa esperanca norte","brazil_mato grosso_sorriso_boa esperanca",-13.508806,-55.147183,"distrito|vila"
