"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA FRANCISCA GUIMARÃES","Brazil","Rio de Janeiro","TERESÓPOLIS (RJ)","Uso Sustentável","1.169","cnuc_2025_08.csv","RPPN","RPPN_MARIA_FRANCISCA_GUIMARAES"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA MARIA","Brazil","Bahia","SAÚDE (BA)","Uso Sustentável","3.075","cnuc_2025_08.csv","RPPN","RPPN_MARIA_MARIA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA TEREZA JORGE PÁDUA","Brazil","Minas Gerais","AUGUSTO DE LIMA (MG)","Uso Sustentável","5.104","cnuc_2025_08.csv","RPPN","RPPN_MARIA_TEREZA_JORGE_PADUA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIANA PIMENTEL","Brazil","Rio Grande do Sul","MARIANA PIMENTEL (RS)","Uso Sustentável","1.12","cnuc_2025_08.csv","RPPN","RPPN_MARIANA_PIMENTEL"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIE CAMILLE","Brazil","Rio de Janeiro","BOM JARDIM (RJ)","Uso Sustentável","2.133","cnuc_2025_08.csv","RPPN","RPPN_MARIE_CAMILLE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIGAIA AMBIENTAL","Brazil","Minas Gerais","PRADOS (MG)","Uso Sustentável","4.735","cnuc_2025_08.csv","RPPN","RPPN_MARIGAIA_AMBIENTAL"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARINA DO CONDE","Brazil","São Paulo","GUARUJÁ (SP)","Uso Sustentável","3.425","cnuc_2025_08.csv","RPPN","RPPN_MARINA_DO_CONDE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIO E ALBA CORRAL","Brazil","Rio de Janeiro","MACAÉ (RJ)","Uso Sustentável","3.535","cnuc_2025_08.csv","RPPN","RPPN_MARIO_E_ALBA_CORRAL"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARVÃO","Brazil","Piauí","CASTELO DO PIAUÍ (PI)","Uso Sustentável","1.194","cnuc_2025_08.csv","RPPN","RPPN_MARVAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA","Brazil","Minas Gerais","AIURUOCA (MG)","Uso Sustentável","2.394","cnuc_2025_08.csv","RPPN","RPPN_MATA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 (BOM JARDIM) E MATA 02","Brazil","Sergipe","SANTA LUZIA DO ITANHY (SE)","Uso Sustentável","2.134","cnuc_2025_08.csv","RPPN","RPPN_MATA_01_(BOM_JARDIM)_E_MATA_02"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 E 02 (MARINHEIRO) E MATA 03 (PEDRA DA URÇA)","Brazil","Sergipe","SANTA LUZIA DO ITANHY (SE)","Uso Sustentável","2.135","cnuc_2025_08.csv","RPPN","RPPN_MATA_01_E_02_(MARINHEIRO)_E_MATA_03_(PEDRA_DA_URCA)"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ATLÂNTICA DA MANONA","Brazil","Bahia","PORTO SEGURO (BA)","Uso Sustentável","1.435","cnuc_2025_08.csv","RPPN","RPPN_MATA_ATLANTICA_DA_MANONA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA BELA","Brazil","Rio Grande do Norte","BAÍA FORMOSA (RN)","Uso Sustentável","4.491","cnuc_2025_08.csv","RPPN","RPPN_MATA_DA_BELA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA BORBOLETA AZUL","Brazil","Goiás","PIRENÓPOLIS (GO)","Uso Sustentável","4.483","cnuc_2025_08.csv","RPPN","RPPN_MATA_DA_BORBOLETA_AZUL"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA CALIFÓRNIA","Brazil","Minas Gerais","SALTO DA DIVISA (MG)","Uso Sustentável","1.266","cnuc_2025_08.csv","RPPN","RPPN_MATA_DA_CALIFORNIA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA CRUZ - MACUQUINHOS","Brazil","Minas Gerais","CONCEIÇÃO DO PARÁ (MG)","Uso Sustentável","1.305","cnuc_2025_08.csv","RPPN","RPPN_MATA_DA_CRUZ_-_MACUQUINHOS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA SÁLVIA","Brazil","Alagoas","RIO LARGO (AL) - SATUBA (AL)","Uso Sustentável","4.964","cnuc_2025_08.csv","RPPN","RPPN_MATA_DA_SALVIA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA SERRA","Brazil","Espírito Santo","VARGEM ALTA (ES)","Uso Sustentável","2.136","cnuc_2025_08.csv","RPPN","RPPN_MATA_DA_SERRA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO BUGIO","Brazil","Minas Gerais","RIO NOVO (MG)","Uso Sustentável","1.284","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_BUGIO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO CARIMBADO","Brazil","Minas Gerais","SÃO THOMÉ DAS LETRAS (MG)","Uso Sustentável","4.017","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_CARIMBADO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO CEDRO","Brazil","Alagoas","RIO LARGO (AL)","Uso Sustentável","3.804","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_CEDRO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GAITÓ","Brazil","Rio de Janeiro","BARRA DO PIRAÍ (RJ)","Uso Sustentável","4.54","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_GAITO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GUIGO","Brazil","Bahia","CATU (BA)","Uso Sustentável","3.066","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_GUIGO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO MACUCO","Brazil","Espírito Santo","PRESIDENTE KENNEDY (ES)","Uso Sustentável","2.355","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_MACUCO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO PASSARINHO","Brazil","Minas Gerais","BANDEIRA (MG)","Uso Sustentável","3.677","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_PASSARINHO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO PROFESSOR BAPTISTA","Brazil","Rio Grande do Sul","DOM PEDRO DE ALCÂNTARA (RS)","Uso Sustentável","2.137","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_PROFESSOR_BAPTISTA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO ROQUE","Brazil","São Paulo","PIRASSUNUNGA (SP)","Uso Sustentável","4.363","cnuc_2025_08.csv","RPPN","RPPN_MATA_DO_ROQUE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DOS JACUS - RESGATE VI","Brazil","Minas Gerais","ALTO JEQUITIBÁ (MG)","Uso Sustentável","2.138","cnuc_2025_08.csv","RPPN","RPPN_MATA_DOS_JACUS_-_RESGATE_VI"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA","Brazil","Rio Grande do Norte","BAÍA FORMOSA (RN)","Uso Sustentável","1.137","cnuc_2025_08.csv","RPPN","RPPN_MATA_ESTRELA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA SAMUEL DE PAULA","Brazil","Minas Gerais","NOVA LIMA (MG)","Uso Sustentável","4.951","cnuc_2025_08.csv","RPPN","RPPN_MATA_SAMUEL_DE_PAULA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA VIRGEM","Brazil","São Paulo","SÃO PAULO (SP)","Uso Sustentável","4.709","cnuc_2025_08.csv","RPPN","RPPN_MATA_VIRGEM"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO DA ONÇA","Brazil","Alagoas","PÃO DE AÇÚCAR (AL)","Uso Sustentável","3.462","cnuc_2025_08.csv","RPPN","RPPN_MATO_DA_ONCA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO","Brazil","Rio de Janeiro","SAQUAREMA (RJ)","Uso Sustentável","1.148","cnuc_2025_08.csv","RPPN","RPPN_MATO_GROSSO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO VIRGEM DO LAGRADOURO","Brazil","Minas Gerais","CORINTO (MG)","Uso Sustentável","1.293","cnuc_2025_08.csv","RPPN","RPPN_MATO_VIRGEM_DO_LAGRADOURO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATUMBO","Brazil","Rio de Janeiro","CASIMIRO DE ABREU (RJ)","Uso Sustentável","2.139","cnuc_2025_08.csv","RPPN","RPPN_MATUMBO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEANDROS","Brazil","São Paulo","IBIÚNA (SP)","Uso Sustentável","1.059","cnuc_2025_08.csv","RPPN","RPPN_MEANDROS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEANDROS II","Brazil","São Paulo","IBIÚNA (SP)","Uso Sustentável","1.049","cnuc_2025_08.csv","RPPN","RPPN_MEANDROS_II"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEANDROS III","Brazil","São Paulo","IBIÚNA (SP)","Uso Sustentável","1.06","cnuc_2025_08.csv","RPPN","RPPN_MEANDROS_III"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO","Brazil","Ceará","AMONTADA (CE)","Uso Sustentável","1.384","cnuc_2025_08.csv","RPPN","RPPN_MERCES_SABIAQUABA_E_NAZARIO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEU CANTINHO","Brazil","Espírito Santo","SANTA TERESA (ES)","Uso Sustentável","2.934","cnuc_2025_08.csv","RPPN","RPPN_MEU_CANTINHO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MICO LEÃO DOURADO","Brazil","Rio de Janeiro","SILVA JARDIM (RJ)","Uso Sustentável","2.707","cnuc_2025_08.csv","RPPN","RPPN_MICO_LEAO_DOURADO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MIMOSA","Brazil","Goiás","PIRENÓPOLIS (GO)","Uso Sustentável","4.48","cnuc_2025_08.csv","RPPN","RPPN_MIMOSA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MINAS DO PAREDÃO","Brazil","Rio Grande do Sul","PIRATINI (RS)","Uso Sustentável","1.126","cnuc_2025_08.csv","RPPN","RPPN_MINAS_DO_PAREDAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MITRA DO BISPO","Brazil","Minas Gerais","BOCAINA DE MINAS (MG)","Uso Sustentável","1.285","cnuc_2025_08.csv","RPPN","RPPN_MITRA_DO_BISPO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONLEVADE","Brazil","Minas Gerais","JOÃO MONLEVADE (MG)","Uso Sustentável","1.256","cnuc_2025_08.csv","RPPN","RPPN_MONLEVADE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONTE ALEGRE","Brazil","Ceará","PACATUBA (CE)","Uso Sustentável","1.382","cnuc_2025_08.csv","RPPN","RPPN_MONTE_ALEGRE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONTE ALEGRE 1A","Brazil","Rio de Janeiro","MIGUEL PEREIRA (RJ)","Uso Sustentável","2.279","cnuc_2025_08.csv","RPPN","RPPN_MONTE_ALEGRE_1A"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORADA DO SOL E DA LUA","Brazil","Amazonas","PRESIDENTE FIGUEIREDO (AM)","Uso Sustentável","1.457","cnuc_2025_08.csv","RPPN","RPPN_MORADA_DO_SOL_E_DA_LUA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA CRUZ DAS ALMAS","Brazil","Minas Gerais","PARACATU (MG)","Uso Sustentável","1.274","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DA_CRUZ_DAS_ALMAS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA","Brazil","Santa Catarina","SÃO FRANCISCO DO SUL (SC)","Uso Sustentável","1.094","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DA_PALHA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA TORRE","Brazil","Alagoas","SÃO JOSÉ DA TAPERA (AL)","Uso Sustentável","4.606","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DA_TORRE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DAS ARANHAS","Brazil","Santa Catarina","FLORIANÓPOLIS (SC)","Uso Sustentável","1.095","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DAS_ARANHAS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Brazil","São Paulo","UBATUBA (SP)","Uso Sustentável","1.053","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DO_CURUSSU_MIRIM"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO SEGREDO","Brazil","Tocantins","LAJEADO (TO)","Uso Sustentável","4.488","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DO_SEGREDO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DOS ZIMBROS","Brazil","Santa Catarina","PORTO BELO (SC)","Uso Sustentável","4.525","cnuc_2025_08.csv","RPPN","RPPN_MORRO_DOS_ZIMBROS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO GRANDE","Brazil","Rio de Janeiro","CASIMIRO DE ABREU (RJ)","Uso Sustentável","2.705","cnuc_2025_08.csv","RPPN","RPPN_MORRO_GRANDE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MOSQUITO","Brazil","São Paulo","NARANDIBA (SP)","Uso Sustentável","2.317","cnuc_2025_08.csv","RPPN","RPPN_MOSQUITO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUNDO LIVRE","Brazil","Ceará","GUARAMIRANGA (CE)","Uso Sustentável","4.872","cnuc_2025_08.csv","RPPN","RPPN_MUNDO_LIVRE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MURUNDU","Brazil","Goiás","ALTO PARAÍSO DE GOIÁS (GO)","Uso Sustentável","4.493","cnuc_2025_08.csv","RPPN","RPPN_MURUNDU"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTINGA","Brazil","São Paulo","SÃO PAULO (SP)","Uso Sustentável","2.562","cnuc_2025_08.csv","RPPN","RPPN_MUTINGA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTUM DE ALAGOAS I","Brazil","Alagoas","CORURIPE (AL)","Uso Sustentável","4.95","cnuc_2025_08.csv","RPPN","RPPN_MUTUM_DE_ALAGOAS_I"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTUM DE ALAGOAS II","Brazil","Alagoas","CORURIPE (AL)","Uso Sustentável","4.706","cnuc_2025_08.csv","RPPN","RPPN_MUTUM_DE_ALAGOAS_II"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTUM PRETO","Brazil","Espírito Santo","LINHARES (ES)","Uso Sustentável","2.345","cnuc_2025_08.csv","RPPN","RPPN_MUTUM_PRETO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTUM-DE-BICO-VERMELHO","Brazil","Bahia","PIRAÍ DO NORTE (BA)","Uso Sustentável","3.792","cnuc_2025_08.csv","RPPN","RPPN_MUTUM-DE-BICO-VERMELHO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NADIR JÚNIOR","Brazil","Pará","MOJU (PA)","Uso Sustentável","1.216","cnuc_2025_08.csv","RPPN","RPPN_NADIR_JUNIOR"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NÃO PENSEI","Brazil","Rio de Janeiro","SANTA MARIA MADALENA (RJ)","Uso Sustentável","4.145","cnuc_2025_08.csv","RPPN","RPPN_NAO_PENSEI"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NARDINI SEMPRE VERDE","Brazil","São Paulo","MONTE ALTO (SP)","Uso Sustentável","4.848","cnuc_2025_08.csv","RPPN","RPPN_NARDINI_SEMPRE_VERDE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES","Brazil","Bahia","TAPEROÁ (BA)","Uso Sustentável","3.668","cnuc_2025_08.csv","RPPN","RPPN_NASCENTES"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO ARAGUAIA","Brazil","Goiás","MINEIROS (GO)","Uso Sustentável","2.668","cnuc_2025_08.csv","RPPN","RPPN_NASCENTES_DO_RIO_ARAGUAIA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO TOCANTINS","Brazil","Goiás","SÃO JOÃO D'ALIANÇA (GO)","Uso Sustentável","3.105","cnuc_2025_08.csv","RPPN","RPPN_NASCENTES_DO_RIO_TOCANTINS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA CERRADA","Brazil","Bahia","RIO DE CONTAS (BA)","Uso Sustentável","3.074","cnuc_2025_08.csv","RPPN","RPPN_NATURA_CERRADA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA MATER","Brazil","Bahia","RIO DE CONTAS (BA)","Uso Sustentável","3.071","cnuc_2025_08.csv","RPPN","RPPN_NATURA_MATER"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURAL SERRA DA PACAVIRA","Brazil","Ceará","PACOTI (CE)","Uso Sustentável","2.14","cnuc_2025_08.csv","RPPN","RPPN_NATURAL_SERRA_DA_PACAVIRA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NAVE DA ESPERANÇA","Brazil","Minas Gerais","AIURUOCA (MG)","Uso Sustentável","1.292","cnuc_2025_08.csv","RPPN","RPPN_NAVE_DA_ESPERANCA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NÊGA FULÔ","Brazil","Rio de Janeiro","NOVA FRIBURGO (RJ)","Uso Sustentável","2.949","cnuc_2025_08.csv","RPPN","RPPN_NEGA_FULO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NEIVA","Brazil","Rio de Janeiro","SILVA JARDIM (RJ)","Uso Sustentável","2.141","cnuc_2025_08.csv","RPPN","RPPN_NEIVA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NELSON MANDELA","Brazil","Mato Grosso","RONDONÓPOLIS (MT)","Uso Sustentável","4.79","cnuc_2025_08.csv","RPPN","RPPN_NELSON_MANDELA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NELSON SIMÕES COSTA I","Brazil","Alagoas","FELIZ DESERTO (AL) - PIAÇABUÇU (AL)","Uso Sustentável","4.345","cnuc_2025_08.csv","RPPN","RPPN_NELSON_SIMOES_COSTA_I"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NELSON SIMÕES COSTA II","Brazil","Alagoas","FELIZ DESERTO (AL)","Uso Sustentável","4.346","cnuc_2025_08.csv","RPPN","RPPN_NELSON_SIMOES_COSTA_II"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NELSON SIMÕES COSTA III","Brazil","Alagoas","FELIZ DESERTO (AL)","Uso Sustentável","4.347","cnuc_2025_08.csv","RPPN","RPPN_NELSON_SIMOES_COSTA_III"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NENÉM BARROS","Brazil","Ceará","CRATEÚS (CE)","Uso Sustentável","2.659","cnuc_2025_08.csv","RPPN","RPPN_NENEM_BARROS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NINHO DA TARTARUGA","Brazil","Minas Gerais","TOMBOS (MG)","Uso Sustentável","4.509","cnuc_2025_08.csv","RPPN","RPPN_NINHO_DA_TARTARUGA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NORMANDO TEDESCO","Brazil","Santa Catarina","BALNEÁRIO CAMBORIÚ (SC)","Uso Sustentável","1.082","cnuc_2025_08.csv","RPPN","RPPN_NORMANDO_TEDESCO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA","Brazil","Rio de Janeiro","BOM JARDIM (RJ)","Uso Sustentável","2.142","cnuc_2025_08.csv","RPPN","RPPN_NOSSA_SENHORA_APARECIDA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA DA CONCEIÇÃO","Brazil","Bahia","SÃO GONÇALO DOS CAMPOS (BA)","Uso Sustentável","5.032","cnuc_2025_08.csv","RPPN","RPPN_NOSSA_SENHORA_DA_CONCEICAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA DO OITEIRO DE MARACAÍPE","Brazil","Pernambuco","IPOJUCA (PE)","Uso Sustentável","1.201","cnuc_2025_08.csv","RPPN","RPPN_NOSSA_SENHORA_DO_OITEIRO_DE_MARACAIPE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOVA ANGÉLICA","Brazil","Bahia","UNA (BA)","Uso Sustentável","2.603","cnuc_2025_08.csv","RPPN","RPPN_NOVA_ANGELICA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOVA AURORA","Brazil","Rondônia","PRESIDENTE MÉDICI (RO)","Uso Sustentável","2.709","cnuc_2025_08.csv","RPPN","RPPN_NOVA_AURORA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOVA VIDA I","Brazil","Bahia","CARINHANHA (BA)","Uso Sustentável","5.033","cnuc_2025_08.csv","RPPN","RPPN_NOVA_VIDA_I"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOVA VIDA II","Brazil","Bahia","CARINHANHA (BA)","Uso Sustentável","5.034","cnuc_2025_08.csv","RPPN","RPPN_NOVA_VIDA_II"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL O BOSQUE","Brazil","Rio Grande do Sul","GRAMADO (RS)","Uso Sustentável","3.078","cnuc_2025_08.csv","RPPN","RPPN_O_BOSQUE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL O PRIMATA","Brazil","São Paulo","SÃO JOSÉ DOS CAMPOS (SP)","Uso Sustentável","2.262","cnuc_2025_08.csv","RPPN","RPPN_O_PRIMATA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS ARARIPE","Brazil","Ceará","CRATO (CE)","Uso Sustentável","3.512","cnuc_2025_08.csv","RPPN","RPPN_OASIS_ARARIPE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS ARARIPE II","Brazil","Ceará","CRATO (CE)","Uso Sustentável","4.46","cnuc_2025_08.csv","RPPN","RPPN_OASIS_ARARIPE_II"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS BATURITÉ","Brazil","Ceará","GUARAMIRANGA (CE)","Uso Sustentável","4.873","cnuc_2025_08.csv","RPPN","RPPN_OASIS_BATURITE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ODIR ZANELATTO","Brazil","Santa Catarina","ITAIÓPOLIS (SC)","Uso Sustentável","3.101","cnuc_2025_08.csv","RPPN","RPPN_ODIR_ZANELATTO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OIUTREM","Brazil","Espírito Santo","ALFREDO CHAVES (ES)","Uso Sustentável","2.348","cnuc_2025_08.csv","RPPN","RPPN_OIUTREM"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D' ÁGUA DO TRONCO","Brazil","Ceará","CRATEÚS (CE)","Uso Sustentável","3.675","cnuc_2025_08.csv","RPPN","RPPN_OLHO_D'_AGUA_DO_TRONCO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA","Brazil","São Paulo","BANANAL (SP)","Uso Sustentável","4.217","cnuc_2025_08.csv","RPPN","RPPN_OLHO_D'AGUA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO DÁGUA","Brazil","Rio de Janeiro","TERESÓPOLIS (RJ)","Uso Sustentável","2.303","cnuc_2025_08.csv","RPPN","RPPN_OLHO_DAGUA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO-DE-FOGO-RENDADO","Brazil","Bahia","SÃO SEBASTIÃO DO PASSÉ (BA)","Uso Sustentável","2.145","cnuc_2025_08.csv","RPPN","RPPN_OLHO-DE-FOGO-RENDADO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLIVEIRA AMANTE","Brazil","Rio de Janeiro","BARRA MANSA (RJ)","Uso Sustentável","4.519","cnuc_2025_08.csv","RPPN","RPPN_OLIVEIRA_AMANTE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLÍVIO DALEPRANE","Brazil","Espírito Santo","SANTA TERESA (ES)","Uso Sustentável","3.263","cnuc_2025_08.csv","RPPN","RPPN_OLIVIO_DALEPRANE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ORIENTE","Brazil","Alagoas","PORTO CALVO (AL)","Uso Sustentável","4.042","cnuc_2025_08.csv","RPPN","RPPN_ORIENTE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ORQUÍDEAS","Brazil","Rio de Janeiro","VARRE-SAI (RJ)","Uso Sustentável","2.29","cnuc_2025_08.csv","RPPN","RPPN_ORQUIDEAS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OSÓRIO REIMÃO","Brazil","Pará","CAMETÁ (PA)","Uso Sustentável","2.146","cnuc_2025_08.csv","RPPN","RPPN_OSORIO_REIMAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OSVALDO TIMÓTEO","Brazil","Alagoas","SÃO JOSÉ DA LAJE (AL)","Uso Sustentável","1.61","cnuc_2025_08.csv","RPPN","RPPN_OSVALDO_TIMOTEO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OURO VERDE","Brazil","Bahia","IGRAPIÚNA (BA)","Uso Sustentável","2.147","cnuc_2025_08.csv","RPPN","RPPN_OURO_VERDE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PACULÂNDIA","Brazil","Mato Grosso do Sul","CORUMBÁ (MS)","Uso Sustentável","1.232","cnuc_2025_08.csv","RPPN","RPPN_PACULANDIA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PALMARES","Brazil","Espírito Santo","SANTA MARIA DE JETIBÁ (ES)","Uso Sustentável","2.997","cnuc_2025_08.csv","RPPN","RPPN_PALMARES"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PANAPANÁ","Brazil","Rio de Janeiro","NOVA FRIBURGO (RJ)","Uso Sustentável","2.296","cnuc_2025_08.csv","RPPN","RPPN_PANAPANA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PANELÃO DOS MURIQUES","Brazil","Minas Gerais","FERVEDOURO (MG)","Uso Sustentável","1.281","cnuc_2025_08.csv","RPPN","RPPN_PANELAO_DOS_MURIQUES"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAPA MEL","Brazil","Alagoas","COLÔNIA LEOPOLDINA (AL)","Uso Sustentável","5.08","cnuc_2025_08.csv","RPPN","RPPN_PAPA_MEL"
