"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"MONUMENTO NATURAL MORRO CHICO MENDES","Brazil","Rondônia","OURO PRETO DO OESTE (RO)","Proteção Integral","3.151","cnuc_2025_08.csv","MONA","MONA_MORRO_CHICO_MENDES"
"MONUMENTO NATURAL MORRO DA LADEIRA","Brazil","Maranhão","BARREIRINHAS (MA)","Proteção Integral","4.942","cnuc_2025_08.csv","MONA","MONA_MORRO_DA_LADEIRA"
"MONUMENTO NATURAL MORRO DE SANTO ANTÔNIO","Brazil","Mato Grosso","SANTO ANTÔNIO DO LEVERGER (MT)","Proteção Integral","1.92","cnuc_2025_08.csv","MONA","MONA_MORRO_DE_SANTO_ANTONIO"
"MONUMENTO NATURAL MORRO DO CRISTO","Brazil","Minas Gerais","JUIZ DE FORA (MG)","Proteção Integral","4.846","cnuc_2025_08.csv","MONA","MONA_MORRO_DO_CRISTO"
"MONUMENTO NATURAL MORRO DO MORENO","Brazil","Espírito Santo","VILA VELHA (ES)","Proteção Integral","4.582","cnuc_2025_08.csv","MONA","MONA_MORRO_DO_MORENO"
"MONUMENTO NATURAL MORROS DO PÃO DE AÇÚCAR E URCA","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Proteção Integral","1.811","cnuc_2025_08.csv","MONA","MONA_MORROS_DO_PAO_DE_ACUCAR_E_URCA"
"MONUMENTO NATURAL MUNCIPAL MORRO DO PIRES","Brazil","Minas Gerais","NOVA LIMA (MG)","Proteção Integral","4.254","cnuc_2025_08.csv","MONA","MONA_MUNCIPAL_MORRO_DO_PIRES"
"MONUMENTO NATURAL MUNCIPAL SERRA DO SOUZA","Brazil","Minas Gerais","NOVA LIMA (MG)","Proteção Integral","4.259","cnuc_2025_08.csv","MONA","MONA_MUNCIPAL_SERRA_DO_SOUZA"
"MONUMENTO NATURAL MUNICIPAL ARQUELÓGICO DO MORRO DA QUEIMADA","Brazil","Minas Gerais","OURO PRETO (MG)","Proteção Integral","3.16","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_ARQUELOGICO_DO_MORRO_DA_QUEIMADA"
"MONUMENTO NATURAL MUNICIPAL BICO-DOCE","Brazil","Rio de Janeiro","QUEIMADOS (RJ)","Proteção Integral","4.734","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_BICO-DOCE"
"MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE","Brazil","Rio Grande do Sul","CRISTAL (RS)","Proteção Integral","1.86","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_CAPAO_DA_AMIZADE"
"MONUMENTO NATURAL MUNICIPAL COREDEIRAS E PIRACEMAS DO RIO PRETO MINEIRO","Brazil","Minas Gerais","BELMIRO BRAGA (MG)","Proteção Integral","5.137","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_COREDEIRAS_E_PIRACEMAS_DO_RIO_PRETO_MINEIRO"
"MONUMENTO NATURAL MUNICIPAL DA CACHOEIRA DA MARAVILHA","Brazil","Rio de Janeiro","PATY DO ALFERES (RJ)","Proteção Integral","4.818","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_CACHOEIRA_DA_MARAVILHA"
"MONUMENTO NATURAL MUNICIPAL DA CARRAPETA","Brazil","Bahia","PALMEIRAS (BA)","Proteção Integral","5.14","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_CARRAPETA"
"MONUMENTO NATURAL MUNICIPAL DA CONCÓRDIA","Brazil","Rio de Janeiro","GUAPIMIRIM (RJ)","Proteção Integral","4.451","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_CONCORDIA"
"MONUMENTO NATURAL MUNICIPAL DA FLORESTA","Brazil","Rio de Janeiro","ITAPERUNA (RJ)","Proteção Integral","3.521","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_FLORESTA"
"MONUMENTO NATURAL MUNICIPAL DA GALHETA","Brazil","Santa Catarina","FLORIANÓPOLIS (SC)","Proteção Integral","3.159","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_GALHETA"
"MONUMENTO NATURAL MUNICIPAL DA LAGOA DO PERI","Brazil","Santa Catarina","FLORIANÓPOLIS (SC)","Proteção Integral","1.575","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_LAGOA_DO_PERI"
"MONUMENTO NATURAL MUNICIPAL DA PEDRA BONITA","Brazil","Rio de Janeiro","SANTO ANTÔNIO DE PÁDUA (RJ)","Proteção Integral","3.805","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_PEDRA_BONITA"
"MONUMENTO NATURAL MUNICIPAL DA PEDRA DE INOÃ","Brazil","Rio de Janeiro","MARICÁ (RJ)","Proteção Integral","3.502","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_PEDRA_DE_INOA"
"MONUMENTO NATURAL MUNICIPAL DA PEDRA DE ITAOCAIA","Brazil","Rio de Janeiro","MARICÁ (RJ)","Proteção Integral","3.484","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_PEDRA_DE_ITAOCAIA"
"MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLÉGIO","Brazil","Rio de Janeiro","CACHOEIRAS DE MACACU (RJ)","Proteção Integral","2.012","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_PEDRA_DO_COLEGIO"
"MONUMENTO NATURAL MUNICIPAL DA SERRA DA BOLÍVIA","Brazil","Rio de Janeiro","APERIBÉ (RJ)","Proteção Integral","2.823","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_SERRA_DA_BOLIVIA"
"MONUMENTO NATURAL MUNICIPAL DA SERRA DA PRATA","Brazil","Rio de Janeiro","SANTO ANTÔNIO DE PÁDUA (RJ)","Proteção Integral","3.806","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_SERRA_DA_PRATA"
"MONUMENTO NATURAL MUNICIPAL DA SERRA DE FRECHEIRAS","Brazil","Rio de Janeiro","SANTO ANTÔNIO DE PÁDUA (RJ)","Proteção Integral","2.947","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_SERRA_DE_FRECHEIRAS"
"MONUMENTO NATURAL MUNICIPAL DA SERRA DO SOARINHO","Brazil","Rio de Janeiro","CACHOEIRAS DE MACACU (RJ)","Proteção Integral","2.824","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DA_SERRA_DO_SOARINHO"
"MONUMENTO NATURAL MUNICIPAL DAS CACHOEIRAS E CORREDEIRAS DO RIO ITABAPOANA","Brazil","Rio de Janeiro","BOM JESUS DO ITABAPOANA (RJ)","Proteção Integral","4.822","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DAS_CACHOEIRAS_E_CORREDEIRAS_DO_RIO_ITABAPOANA"
"MONUMENTO NATURAL MUNICIPAL DO ENCONTRO DOS TRÊS RIOS","Brazil","Rio de Janeiro","TRÊS RIOS (RJ)","Proteção Integral","3.749","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DO_ENCONTRO_DOS_TRES_RIOS"
"MONUMENTO NATURAL MUNICIPAL DO PASSO DA RESERVA","Brazil","Paraná","RESERVA DO IGUAÇU (PR)","Proteção Integral","5.106","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DO_PASSO_DA_RESERVA"
"MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","Brazil","São Paulo","CRUZEIRO (SP)","Proteção Integral","2.84","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DO_PICO_DO_ITAGUARE"
"MONUMENTO NATURAL MUNICIPAL FALÉSIAS DE MARATAÍZES","Brazil","Espírito Santo","MARATAÍZES (ES)","Proteção Integral","2.879","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_FALESIAS_DE_MARATAIZES"
"MONUMENTO NATURAL MUNICIPAL GRUTA NOSSA SENHORA DA LAPA","Brazil","Minas Gerais","OURO PRETO (MG)","Proteção Integral","2.614","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_GRUTA_NOSSA_SENHORA_DA_LAPA"
"MONUMENTO NATURAL MUNICIPAL LAGOA AZUL","Brazil","Rio de Janeiro","TANGUÁ (RJ)","Proteção Integral","4.887","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_LAGOA_AZUL"
"MONUMENTO NATURAL MUNICIPAL MORRO DO ELEFANTE","Brazil","Minas Gerais","NOVA LIMA (MG)","Proteção Integral","4.258","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_MORRO_DO_ELEFANTE"
"MONUMENTO NATURAL MUNICIPAL MORRO DO PENEDO","Brazil","Espírito Santo","VILA VELHA (ES)","Proteção Integral","2.915","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_MORRO_DO_PENEDO"
"MONUMENTO NATURAL MUNICIPAL PEDRA DO CÃO SENTADO","Brazil","Rio de Janeiro","NOVA FRIBURGO (RJ)","Proteção Integral","4.666","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_PEDRA_DO_CAO_SENTADO"
"MONUMENTO NATURAL MUNICIPAL PEDRA DO MONJOLO","Brazil","Espírito Santo","BAIXO GUANDU (ES)","Proteção Integral","3.91","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_PEDRA_DO_MONJOLO"
"MONUMENTO NATURAL MUNICIPAL PEDRA DOS TRÊS PONTÕES","Brazil","Espírito Santo","AFONSO CLÁUDIO (ES)","Proteção Integral","4.619","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_PEDRA_DOS_TRES_PONTOES"
"MONUMENTO NATURAL MUNICIPAL PEDRA SÃO JOAQUIM","Brazil","Rio de Janeiro","CARDOSO MOREIRA (RJ)","Proteção Integral","5.12","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_PEDRA_SAO_JOAQUIM"
"MONUMENTO NATURAL MUNICIPAL PICO DO CAMBOTE","Brazil","Rio de Janeiro","AREAL (RJ)","Proteção Integral","4.687","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_PICO_DO_CAMBOTE"
"MONUMENTO NATURAL MUNICIPAL SÃO SIMÃO","Brazil","Rio de Janeiro","CARAPEBUS (RJ)","Proteção Integral","3.63","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_SAO_SIMAO"
"MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM","Brazil","Minas Gerais","CONCEIÇÃO DO MATO DENTRO (MG)","Proteção Integral","2.731","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_SERRA_DA_FERRUGEM"
"MONUMENTO NATURAL MUNICIPAL SERRA DO BOM JARDIM","Brazil","Mato Grosso do Sul","ALCINÓPOLIS (MS)","Proteção Integral","1.997","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_SERRA_DO_BOM_JARDIM"
"MONUMENTO NATURAL MUNICIPAL SERRA DO BOM SUCESSO","Brazil","Mato Grosso do Sul","ALCINÓPOLIS (MS)","Proteção Integral","4.322","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_SERRA_DO_BOM_SUCESSO"
"MONUMENTO NATURAL MUNICIPAL SERRA DO PANTANAL","Brazil","Mato Grosso do Sul","SONORA (MS)","Proteção Integral","5.146","cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_SERRA_DO_PANTANAL"
"MONUMENTO NATURAL O FRADE E A FREIRA","Brazil","Espírito Santo","CACHOEIRO DE ITAPEMIRIM (ES) - ITAPEMIRIM (ES) - VARGEM ALTA (ES)","Proteção Integral","1.533","cnuc_2025_08.csv","MONA","MONA_O_FRADE_E_A_FREIRA"
"MONUMENTO NATURAL OLHO D'AGUA MONGE JOAO MARIA DE JESUS","Brazil","Paraná","PITANGA (PR)","Proteção Integral","4.429","cnuc_2025_08.csv","MONA","MONA_OLHO_D'AGUA_MONGE_JOAO_MARIA_DE_JESUS"
"MONUMENTO NATURAL PALEONTOLÓGICO SANGA DA ALEMOA","Brazil","Rio Grande do Sul","SANTA MARIA (RS)","Proteção Integral","4.584","cnuc_2025_08.csv","MONA","MONA_PALEONTOLOGICO_SANGA_DA_ALEMOA"
"MONUMENTO NATURAL PEDRA BRANCA","Brazil","Paraná","ORTIGUEIRA (PR)","Proteção Integral","5.138","cnuc_2025_08.csv","MONA","MONA_PEDRA_BRANCA"
"MONUMENTO NATURAL PEDRA DO CACHORRO","Brazil","Pernambuco","BREJO DA MADRE DE DEUS (PE) - SÃO CAITANO (PE) - TACAIMBÓ (PE)","Proteção Integral","3.313","cnuc_2025_08.csv","MONA","MONA_PEDRA_DO_CACHORRO"
"MONUMENTO NATURAL PEDRA DO ELEFANTE","Brazil","Rio de Janeiro","PETRÓPOLIS (RJ)","Proteção Integral","2.043","cnuc_2025_08.csv","MONA","MONA_PEDRA_DO_ELEFANTE"
"MONUMENTO NATURAL PEDRA REDONDA","Brazil","Rio de Janeiro","SÃO JOSÉ DE UBÁ (RJ)","Proteção Integral","4.756","cnuc_2025_08.csv","MONA","MONA_PEDRA_REDONDA"
"MONUMENTO NATURAL PENÍNSULA DA SIRIBINHA","Brazil","Bahia","CONDE (BA)","Proteção Integral","3.847","cnuc_2025_08.csv","MONA","MONA_PENINSULA_DA_SIRIBINHA"
"MONUMENTO NATURAL PICO DO FRADE","Brazil","Rio de Janeiro","MACAÉ (RJ)","Proteção Integral","5.109","cnuc_2025_08.csv","MONA","MONA_PICO_DO_FRADE"
"MONUMENTO NATURAL POÇO PELADO","Brazil","Bahia","PINDOBAÇU (BA)","Proteção Integral","5.022","cnuc_2025_08.csv","MONA","MONA_POCO_PELADO"
"MONUMENTO NATURAL PONTÕES CAPIXABAS","Brazil","Espírito Santo","ÁGUIA BRANCA (ES) - PANCAS (ES)","Proteção Integral","181","cnuc_2025_08.csv","MONA","MONA_PONTOES_CAPIXABAS"
"MONUMENTO NATURAL RECREIO DOS BANDEIRANTES","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Proteção Integral","4.879","cnuc_2025_08.csv","MONA","MONA_RECREIO_DOS_BANDEIRANTES"
"MONUMENTO NATURAL RIO FORMOSO","Brazil","Mato Grosso do Sul","BONITO (MS)","Proteção Integral","1.571","cnuc_2025_08.csv","MONA","MONA_RIO_FORMOSO"
"MONUMENTO NATURAL RIO SÃO FRANCISCO","Brazil","AL, BA, SE","CANINDÉ DE SÃO FRANCISCO (SE) - DELMIRO GOUVEIA (AL) - OLHO D'ÁGUA DO CASADO (AL) - PAULO AFONSO (BA) - PIRANHAS (AL)","Proteção Integral","1.812","cnuc_2025_08.csv","MONA","MONA_RIO_SAO_FRANCISCO"
"MONUMENTO NATURAL SERRA DA CALÇADA","Brazil","Minas Gerais","NOVA LIMA (MG)","Proteção Integral","4.256","cnuc_2025_08.csv","MONA","MONA_SERRA_DA_CALCADA"
"MONUMENTO NATURAL SERRA DA RAJADA","Brazil","Ceará","CAUCAIA (CE)","Proteção Integral","4.218","cnuc_2025_08.csv","MONA","MONA_SERRA_DA_RAJADA"
"MONUMENTO NATURAL SERRA DA VENTANIA E BANDEIRA","Brazil","Rio de Janeiro","NATIVIDADE (RJ)","Proteção Integral","4.589","cnuc_2025_08.csv","MONA","MONA_SERRA_DA_VENTANIA_E_BANDEIRA"
"MONUMENTO NATURAL SÍTIO CANA BRAVA","Brazil","Ceará","SANTANA DO CARIRI (CE)","Proteção Integral","3.707","cnuc_2025_08.csv","MONA","MONA_SITIO_CANA_BRAVA"
"MONUMENTO NATURAL SÍTIO RIACHO DO MEIO","Brazil","Ceará","BARBALHA (CE)","Proteção Integral","3.713","cnuc_2025_08.csv","MONA","MONA_SITIO_RIACHO_DO_MEIO"
"MONUMENTO NATURAL VALE DOS DINOSSAUROS","Brazil","Paraíba","SOUSA (PB)","Proteção Integral","904","cnuc_2025_08.csv","MONA","MONA_VALE_DOS_DINOSSAUROS"
"PARQUE AMBIENTAL NATURAL MUNICIPAL MARCELINA RAVANELLO","Brazil","Paraná","PAULA FREITAS (PR)","Proteção Integral","4.219","cnuc_2025_08.csv",NA,"PARQUE_AMBIENTAL_NATURAL_MUNICIPAL_MARCELINA_RAVANELLO"
"PARQUE DISTRITAL SALTO DO TORORÓ","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","3.178","cnuc_2025_08.csv",NA,"PARQUE_DISTRITAL_SALTO_DO_TORORO"
"PARQUE ESTADUAL ABAITARÁ","Brazil","Rondônia","PIMENTA BUENO (RO)","Proteção Integral","4.643","cnuc_2025_08.csv","PE","PE_ABAITARA"
"PARQUE ESTADUAL ACARAI","Brazil","Santa Catarina","SÃO FRANCISCO DO SUL (SC)","Proteção Integral","791","cnuc_2025_08.csv","PE","PE_ACARAI"
"PARQUE ESTADUAL AGUAPEÍ","Brazil","São Paulo","CASTILHO (SP) - GUARAÇAÍ (SP) - JUNQUEIRÓPOLIS (SP) - MONTE CASTELO (SP) - NOVA INDEPENDÊNCIA (SP) - SÃO JOÃO DO PAU D'ALHO (SP)","Proteção Integral","845","cnuc_2025_08.csv","PE","PE_AGUAPEI"
"PARQUE ESTADUAL ÁGUAS","Brazil","Ceará","AQUIRAZ (CE) - GUAIÚBA (CE) - HORIZONTE (CE) - ITAITINGA (CE) - PACAJUS (CE) - PACATUBA (CE)","Proteção Integral","4.866","cnuc_2025_08.csv","PE","PE_AGUAS"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Brazil","São Paulo","SÃO BERNARDO DO CAMPO (SP)","Proteção Integral","3.656","cnuc_2025_08.csv","PE","PE_AGUAS_DA_BILLINGS"
"PARQUE ESTADUAL ÁGUAS DA PRATA","Brazil","São Paulo","ÁGUAS DA PRATA (SP)","Proteção Integral","869","cnuc_2025_08.csv","PE","PE_AGUAS_DA_PRATA"
"PARQUE ESTADUAL ÁGUAS DO CUIABÁ","Brazil","Mato Grosso","NOBRES (MT) - ROSÁRIO OESTE (MT)","Proteção Integral","454","cnuc_2025_08.csv","PE","PE_AGUAS_DO_CUIABA"
"PARQUE ESTADUAL ÁGUAS DO PARAISO","Brazil","Goiás","ALTO PARAÍSO DE GOIÁS (GO)","Proteção Integral","4.128","cnuc_2025_08.csv","PE","PE_AGUAS_DO_PARAISO"
"PARQUE ESTADUAL ÁGUAS LINDAS","Brazil","Goiás","ÁGUAS LINDAS DE GOIÁS (GO)","Proteção Integral","3.992","cnuc_2025_08.csv","PE","PE_AGUAS_LINDAS"
"PARQUE ESTADUAL ÁGUAS QUENTES","Brazil","Mato Grosso","SANTO ANTÔNIO DO LEVERGER (MT)","Proteção Integral","1.467","cnuc_2025_08.csv","PE","PE_AGUAS_QUENTES"
"PARQUE ESTADUAL ALBERTO LÖFGREN","Brazil","São Paulo","SÃO PAULO (SP)","Proteção Integral","2.559","cnuc_2025_08.csv","PE","PE_ALBERTO_LOFGREN"
"PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO","Brazil","Goiás","GOIANÁPOLIS (GO) - GOIÂNIA (GO) - NERÓPOLIS (GO) - TEREZÓPOLIS DE GOIÁS (GO)","Proteção Integral","899","cnuc_2025_08.csv","PE","PE_ALTAMIRO_DE_MOURA_PACHECO"
"PARQUE ESTADUAL ALTO DO CARIRI","Brazil","Minas Gerais","SALTO DA DIVISA (MG) - SANTA MARIA DO SALTO (MG)","Proteção Integral","1.773","cnuc_2025_08.csv","PE","PE_ALTO_DO_CARIRI"
"PARQUE ESTADUAL AMAPORÃ","Brazil","Paraná","AMAPORÃ (PR)","Proteção Integral","3.183","cnuc_2025_08.csv","PE","PE_AMAPORA"
"PARQUE ESTADUAL ARA","Brazil","São Paulo","CAMPINAS (SP) - VALINHOS (SP)","Proteção Integral","913","cnuc_2025_08.csv","PE","PE_ARA"
"PARQUE ESTADUAL ARAGUAIA","Brazil","Goiás","SÃO MIGUEL DO ARAGUAIA (GO)","Proteção Integral","1.744","cnuc_2025_08.csv","PE","PE_ARAGUAIA"
"PARQUE ESTADUAL ARAGUAIAA","Brazil","Mato Grosso","NOVO SANTO ANTÔNIO (MT)","Proteção Integral","1.917","cnuc_2025_08.csv","PE","PE_ARAGUAIAA"
"PARQUE ESTADUAL ARAUCÁRIAS","Brazil","Santa Catarina","GALVÃO (SC) - SÃO DOMINGOS (SC)","Proteção Integral","788","cnuc_2025_08.csv","PE","PE_ARAUCARIAS"
"PARQUE ESTADUAL ASSESSORIA DA REFORMA AGRÁRIA","Brazil","São Paulo","Valinhos",NA,NA,"UCs_IF.csv","PE","PE_ASSESSORIA_DA_REFORMA_AGRARIA"
"PARQUE ESTADUAL BACANGA","Brazil","Maranhão","SÃO LUÍS (MA)","Proteção Integral","1.882","cnuc_2025_08.csv","PE","PE_BACANGA"
"PARQUE ESTADUAL BALEIA","Brazil","Minas Gerais","BELO HORIZONTE (MG)","Proteção Integral","412","cnuc_2025_08.csv","PE","PE_BALEIA"
"PARQUE ESTADUAL BIRIBIRI","Brazil","Minas Gerais","DIAMANTINA (MG)","Proteção Integral","388","cnuc_2025_08.csv","PE","PE_BIRIBIRI"
"PARQUE ESTADUAL BOGUAÇU","Brazil","Paraná","GUARATUBA (PR)","Proteção Integral","514","cnuc_2025_08.csv","PE","PE_BOGUACU"
"PARQUE ESTADUAL BOTÂNICO DO CEARÁ","Brazil","Ceará","CAUCAIA (CE)","Proteção Integral","1.931","cnuc_2025_08.csv","PE","PE_BOTANICO_DO_CEARA"
"PARQUE ESTADUAL BOTUMIRIM","Brazil","Minas Gerais","BOCAIÚVA (MG) - BOTUMIRIM (MG)","Proteção Integral","3.866","cnuc_2025_08.csv","PE","PE_BOTUMIRIM"
"PARQUE ESTADUAL CACHOEIRA DA FUMAÇA","Brazil","Espírito Santo","ALEGRE (ES) - IBITIRAMA (ES)","Proteção Integral","1.831","cnuc_2025_08.csv","PE","PE_CACHOEIRA_DA_FUMACA"
"PARQUE ESTADUAL CALDEIRÃO DE SANTA CRUZ DO DESERTO","Brazil","Ceará","CRATO (CE)","Proteção Integral","4.87","cnuc_2025_08.csv","PE","PE_CALDEIRAO_DE_SANTA_CRUZ_DO_DESERTO"
"PARQUE ESTADUAL CAMAQUÃ","Brazil","Rio Grande do Sul","CAMAQUÃ (RS) - SÃO LOURENÇO DO SUL (RS)","Proteção Integral","3.736","cnuc_2025_08.csv","PE","PE_CAMAQUA"
"PARQUE ESTADUAL CAMINHO DOS GERAIS","Brazil","Minas Gerais","ESPINOSA (MG) - GAMELEIRAS (MG) - MAMONAS (MG) - MONTE AZUL (MG)","Proteção Integral","1.776","cnuc_2025_08.csv","PE","PE_CAMINHO_DOS_GERAIS"
"PARQUE ESTADUAL CAMPINA DO ENCANTADO","Brazil","São Paulo","PARIQUERA-AÇU (SP)","Proteção Integral","854","cnuc_2025_08.csv","PE","PE_CAMPINA_DO_ENCANTADO"
"PARQUE ESTADUAL CAMPINHOS","Brazil","Paraná","CERRO AZUL (PR) - TUNAS DO PARANÁ (PR)","Proteção Integral","513","cnuc_2025_08.csv","PE","PE_CAMPINHOS"
"PARQUE ESTADUAL CAMPOS ALTOS","Brazil","Minas Gerais","CAMPOS ALTOS (MG)","Proteção Integral","889","cnuc_2025_08.csv","PE","PE_CAMPOS_ALTOS"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Brazil","São Paulo","CAMPOS DO JORDÃO (SP)","Proteção Integral","800","cnuc_2025_08.csv","PE","PE_CAMPOS_DO_JORDAO"
"PARQUE ESTADUAL CÂNION CEARENSE DO RIO POTI","Brazil","Ceará","CRATEÚS (CE) - PORANGA (CE)","Proteção Integral","4.261","cnuc_2025_08.csv","PE","PE_CANION_CEARENSE_DO_RIO_POTI"
"PARQUE ESTADUAL CÂNION DO RIO POTI","Brazil","Piauí","BURITI DOS MONTES (PI)","Proteção Integral","3.723","cnuc_2025_08.csv","PE","PE_CANION_DO_RIO_POTI"
"PARQUE ESTADUAL CANTÃO","Brazil","Tocantins","PIUM (TO)","Proteção Integral","1.487","cnuc_2025_08.csv","PE","PE_CANTAO"
"PARQUE ESTADUAL CANTAREIRA","Brazil","São Paulo","CAIEIRAS (SP) - GUARULHOS (SP) - MAIRIPORÃ (SP) - SÃO PAULO (SP)","Proteção Integral","844","cnuc_2025_08.csv","PE","PE_CANTAREIRA"
"PARQUE ESTADUAL CANTAREIRA – NÚCLEO ÁGUAS CLARAS","Brazil","São Paulo","Mairiporã",NA,NA,"UCs_IF.csv","PE","PE_CANTAREIRA_–_NUCLEO_AGUAS_CLARAS"
"PARQUE ESTADUAL CANTAREIRA – NÚCLEO CABUÇU","Brazil","São Paulo","Guarulhos",NA,NA,"UCs_IF.csv","PE","PE_CANTAREIRA_–_NUCLEO_CABUCU"
"PARQUE ESTADUAL CANTAREIRA – NÚCLEO ENGORDADOR","Brazil","São Paulo","São Paulo",NA,NA,"UCs_IF.csv","PE","PE_CANTAREIRA_–_NUCLEO_ENGORDADOR"
"PARQUE ESTADUAL CANTAREIRA – NÚCLEO PEDRA GRANDE","Brazil","São Paulo","São Paulo",NA,NA,"UCs_IF.csv","PE","PE_CANTAREIRA_–_NUCLEO_PEDRA_GRANDE"
"PARQUE ESTADUAL CARLOS BOTELHO","Brazil","São Paulo","CAPÃO BONITO (SP) - SÃO MIGUEL ARCANJO (SP) - SETE BARRAS (SP)","Proteção Integral","810","cnuc_2025_08.csv","PE","PE_CARLOS_BOTELHO"
"PARQUE ESTADUAL CARLOS BOTELHO – NÚCLEO SÃO MIGUEL ARCANJO","Brazil","São Paulo","São Miguel Arcanjo",NA,NA,"UCs_IF.csv","PE","PE_CARLOS_BOTELHO_–_NUCLEO_SAO_MIGUEL_ARCANJO"
"PARQUE ESTADUAL CARLOS BOTELHO – NÚCLEO SETE BARRAS","Brazil","São Paulo","São Miguel Arcanjo",NA,NA,"UCs_IF.csv","PE","PE_CARLOS_BOTELHO_–_NUCLEO_SETE_BARRAS"
"PARQUE ESTADUAL CARNAÚBAS","Brazil","Ceará","GRANJA (CE) - VIÇOSA DO CEARÁ (CE)","Proteção Integral","1.933","cnuc_2025_08.csv","PE","PE_CARNAUBAS"
"PARQUE ESTADUAL CAVERNA DO DIABO","Brazil","São Paulo","BARRA DO TURVO (SP) - CAJATI (SP) - ELDORADO (SP) - IPORANGA (SP)","Proteção Integral","1.675","cnuc_2025_08.csv","PE","PE_CAVERNA_DO_DIABO"
"PARQUE ESTADUAL CAXAMBU","Brazil","Paraná","CASTRO (PR)","Proteção Integral","534","cnuc_2025_08.csv","PE","PE_CAXAMBU"
"PARQUE ESTADUAL CERCA GRANDE","Brazil","Minas Gerais","MATOZINHOS (MG)","Proteção Integral","2.594","cnuc_2025_08.csv","PE","PE_CERCA_GRANDE"
"PARQUE ESTADUAL CERRADO","Brazil","Paraná","JAGUARIAÍVA (PR) - SENGÉS (PR)","Proteção Integral","499","cnuc_2025_08.csv","PE","PE_CERRADO"
"PARQUE ESTADUAL CHANDLESS","Brazil","Acre","MANOEL URBANO (AC) - SANTA ROSA DO PURUS (AC) - SENA MADUREIRA (AC)","Proteção Integral","939","cnuc_2025_08.csv","PE","PE_CHANDLESS"
"PARQUE ESTADUAL CHARAPUCU","Brazil","Pará","AFUÁ (PA)","Proteção Integral","2.042","cnuc_2025_08.csv","PE","PE_CHARAPUCU"
"PARQUE ESTADUAL COCÓ","Brazil","Ceará","FORTALEZA (CE) - ITAITINGA (CE) - MARACANAÚ (CE) - PACATUBA (CE)","Proteção Integral","963","cnuc_2025_08.csv","PE","PE_COCO"
"PARQUE ESTADUAL CORUMBIARA","Brazil","Rondônia","ALTO ALEGRE DOS PARECIS (RO) - CEREJEIRAS (RO) - PIMENTEIRAS DO OESTE (RO)","Proteção Integral","1.495","cnuc_2025_08.csv","PE","PE_CORUMBIARA"
