TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,352270,352270,PA,Guató,Guató,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,109.847941,109.909892365919,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352271,352271,PA,Kadiwéu,Kadiwéu,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,5385.357804,5382.70667558949,Not Applicable,0,Designated,1984,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352272,352272,PA,Kulina do Rio Envira,Kulina do Rio Envira,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,843.646082,818.95711868791,Not Applicable,0,Designated,1996,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352273,352273,PA,Jaminaua/Envira,Jaminaua/Envira,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,806.181798,805.845790144398,Not Applicable,0,Designated,2003,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352274,352274,PA,Arara do Rio Branco,Arara do Rio Branco,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1148.424748,1146.59152784828,Not Applicable,0,Designated,1998,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352275,352275,PA,Água Preta/Inari,Água Preta/Inari,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1397.636705,1397.28794293916,Not Applicable,0,Designated,2000,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352276,352276,PA,Camadeni,Camadeni,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1509.305549,1508.84637377832,Not Applicable,0,Designated,2000,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352277,352277,PA,São Domingos do Jacapari e Estação,São Domingos do Jacapari e Estação,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1347.817512,1347.76956019847,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352278,352278,PA,Riozinho do Alto Envira,Riozinho do Alto Envira,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,2609.7,2607.92626932417,Not Applicable,0,Designated,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352279,352279,PA,Rio Apaporis,Rio Apaporis,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1069.603377,1070.45414990342,Not Applicable,0,Designated,2000,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352280,352280,PA,Nova Esperança do Rio Jandiatuba,Nova Esperança do Rio Jandiatuba,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,200.03928,199.093394537167,Not Applicable,0,Designated,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352281,352281,PA,Bom Intento,Bom Intento,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,16.13043,15.0922209610338,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352282,352282,PA,Matintin,Matintin,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,217.607012,217.76099314806,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352283,352283,PA,Guanabara,Guanabara,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.826551489114,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352285,352285,PA,Porto Limoeiro,Porto Limoeiro,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,50,49.9630266962679,Not Applicable,0,Designated,2010,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352286,352286,PA,Porto Redenção,Porto Redenção,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.968503345778,Not Applicable,0,Proposed,2001,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352287,352287,PA,São Sebastião,São Sebastião,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,610.585408,601.533158350594,Not Applicable,0,Designated,2005,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352288,352288,PA,Prosperidade,Prosperidade,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,55.728552,55.7135397751633,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352289,352289,PA,Santa Cruz de Nova Aliança,Santa Cruz de Nova Aliança,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,59.692201,59.6863061841085,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352290,352290,PA,Barro Alto,Barro Alto,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,19.371679,19.3597278367924,Not Applicable,0,Designated,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352291,352291,PA,Maraitá,Maraitá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,530.380644,530.724677724626,Not Applicable,0,Designated,2010,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352292,352292,PA,São Gabriel/São Salvador,São Gabriel/São Salvador,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.998697887056,Not Applicable,0,Proposed,2003,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352293,352293,PA,São Francisco do Canimari,São Francisco do Canimari,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,33.312208,33.3327549303131,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352294,352294,PA,Sapotal,Sapotal,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,12.644661,12.6520081226544,Not Applicable,0,Designated,2006,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352295,352295,PA,Sururuá,Sururuá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,361.25,361.52851723504,Not Applicable,0,Proposed,2010,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352296,352296,PA,Nauá,Nauá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.263550977868,Not Applicable,0,Proposed,2005,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352297,352297,PA,Arara do Rio Amonia,Arara do Rio Amonia,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,207.64,207.52661537049,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352298,352298,PA,Mawetek,Mawetek,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1154.92878,1155.1892881288,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352299,352299,PA,Kampa do Igarapé Primavera,Kampa do Igarapé Primavera,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,219.872303,219.552089123438,Not Applicable,0,Designated,2002,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352300,352300,PA,Kaxinawá do Baixo Rio Jordão,Kaxinawá do Baixo Rio Jordão,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,87.264952,87.1039228978774,Not Applicable,0,Designated,2002,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352302,352302,PA,Kaxinawá Seringal Curralinho,Kaxinawá Seringal Curralinho,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.058444677103,Not Applicable,0,Proposed,2001,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352303,352303,PA,Inauini/Teuini,Inauini/Teuini,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,4689.963,4683.09036631675,Not Applicable,0,Designated,2000,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352304,352304,PA,Garaperi/Lago da Vitoria,Garaperi/Lago da Vitoria,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.100563064404,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352305,352305,PA,Jaminawa do Rio Caeté,Jaminawa do Rio Caeté,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,102.798783787758,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352306,352306,PA,Jaminawá da Colocação São Paulino,Jaminawá da Colocação São Paulino,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,102.915011441146,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352307,352307,PA,Valparaiso,Valparaiso,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.006874096655,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352308,352308,PA,Jamamadi do Lourdes,Jamamadi do Lourdes,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,102.969282172233,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352309,352309,PA,Caiapucá,Caiapucá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,102.895444364718,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352310,352310,PA,Cuiu-Cuiu,Cuiu-Cuiu,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,364.509765,364.346641378103,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352311,352311,PA,Rio Téa,Rio Téa,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,4118.653207,4111.00145255732,Not Applicable,0,Designated,2000,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352313,352313,PA,Mapari,Mapari,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,1574.16,1573.92899604115,Not Applicable,0,Designated,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352314,352314,PA,Parana do Paricá,Parana do Paricá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,78.6632,80.0536802976005,Not Applicable,0,Designated,2001,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352315,352315,PA,Baixo Rio Negro,Baixo Rio Negro,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,104.144610518212,Not Applicable,0,Proposed,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352316,352316,PA,Espírito Santo,Espírito Santo,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,338.490871,338.395530508432,Not Applicable,0,Designated,2006,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352317,352317,PA,Acapuri de Cima,Acapuri de Cima,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,198.850378,198.736222693537,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352318,352318,PA,Riozinho,Riozinho,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.958054551938,Not Applicable,0,Proposed,2002,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352319,352319,PA,Kumaru do Lago Ualá,Kumaru do Lago Ualá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,800.358819,799.094776855588,Not Applicable,0,Designated,2005,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352320,352320,PA,Porto Praia,Porto Praia,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,47.698617,47.6702492629646,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352321,352321,PA,Tupã-Supé,Tupã-Supé,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,85.895101,85.8576026945551,Not Applicable,0,Designated,2006,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352322,352322,PA,Marajai,Marajai,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,11.963486,9.79733684288553,Not Applicable,0,Designated,1997,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352323,352323,PA,Cajuhiri Atravessado,Cajuhiri Atravessado,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,125,125.276365574986,Not Applicable,0,Designated,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352324,352324,PA,Rio Cuieras,Rio Cuieras,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,104.092059929354,Not Applicable,0,Proposed,2003,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352325,352325,PA,Fortaleza do Patauá,Fortaleza do Patauá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,7.435829,7.61499410398088,Not Applicable,0,Designated,2006,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352326,352326,PA,São Francisco,São Francisco,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.991960375539,Not Applicable,0,Proposed,1993,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352327,352327,PA,Fortaleza do Castanho,Fortaleza do Castanho,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,27.561622,27.5315117298878,Not Applicable,0,Designated,2003,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352328,352328,PA,Lago do Barrigudo,Lago do Barrigudo,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.872481206571,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352329,352329,PA,Vista Alegre,Vista Alegre,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.940117850834,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352330,352330,PA,Igarapé Paiol,Igarapé Paiol,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.923461050063,Not Applicable,0,Proposed,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352331,352331,PA,Rio Urubu,Rio Urubu,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,273.549118,275.593511728103,Not Applicable,0,Designated,2005,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352332,352332,PA,Lago do Marinheiro,Lago do Marinheiro,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,35.862907,35.7951549056318,Not Applicable,0,Designated,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352333,352333,PA,Patauá,Patauá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,6.15885,6.15771114739963,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352334,352334,PA,Apipica,Apipica,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,6.527562,6.52531745976048,Not Applicable,0,Designated,2004,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352335,352335,PA,Ponciano,Ponciano,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.9587026522,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352337,352337,PA,Jauary,Jauary,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.973465347771,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352338,352338,PA,Paraná do Arauató,Paraná do Arauató,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,59.15445,59.006191661996,Not Applicable,0,Designated,2005,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352339,352339,PA,Rio Jumas,Rio Jumas,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,94.626983,94.7741267472996,Not Applicable,0,Designated,2007,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352340,352340,PA,Muratuba,Muratuba,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.920748145913,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352341,352341,PA,São Pedro,São Pedro,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,7.261805,6.15560590246896,Not Applicable,0,Designated,1999,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352342,352342,PA,Lago do Limão,Lago do Limão,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.871259769569,Not Applicable,0,Proposed,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352343,352343,PA,Miguel/Josefa,Miguel/Josefa,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,16.288091,16.2767869437053,Not Applicable,0,Designated,2002,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352344,352344,PA,Igarapé-Açu,Igarapé-Açu,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,0,103.78222203438,Not Applicable,0,Proposed,1997,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352345,352345,PA,Arary,Arary,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,407.5,407.275865497176,Not Applicable,0,Designated,2009,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,352346,352346,PA,Hi Merimã,Hi Merimã,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,Terrestrial,0,0,6778.403204,6768.28351983893,Not Applicable,0,Designated,2008,Indigenous Peoples,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,905,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
