"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifcname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:MBM:258025"|"MBM"|"2025-04-14"|"MBM"|"MBM"|"MBM258025"|"22-13375"|"Gottsberger, I."|"1975-3-13"|"1975"|"3"|"13"|"Filaments lilac."|""|"Brazil"|"São Paulo"|"Pardinho"|"5 Km north of Pardinho  15 Km south of Botucatu, Sítio Palmeiras"|"900"|""|""|""|"-23.0666667"|"-48.3666667"|"Barneby, R.C."|"1997"|""|""|""|"Mimosa dolens var. acerba (Benth.) Barneby"|"FABACEAE"|"Mimosa"|"dolens"|"acerba"|"var."|"Vell."|"Angiospermas"|""|"Plantae"|""|"MBM 258025"
"Collection"|"Creative Commons"|"urn:catalog:MBM:259870"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM259870"|"259"|"Robim, M.J."|"1985-4-2"|"1985"|"4"|"2"|"Arbusto, frutos com espinhos."|""|"Brazil"|"São Paulo"|"Campos do Jordão"|"P.E. Instituto Florestal, região do Ribeirão no reflorestamento de Pinus elliottii"|""|""|""|""|""|""|"Ribas, O.S."|"3/2010"|""|""|""|"Mimosa dolens Vell. var. dolens"|"FABACEAE"|"Mimosa"|"dolens"|"dolens"|"var."|"Vell."|"Angiospermas"|""|"Plantae"|""|"MBM 259870"
"Collection"|"Creative Commons"|"urn:catalog:MBM:262921"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM262921"|"591"|"Groppo Jr, M"|"2001-2-26"|"2001"|"2"|"26"|""|""|"Brazil"|"São Paulo"|"Socorro"|"Domingues."|""|""|""|""|""|""|"Groppo Jr, M"|""|""|""|""|"Bauhinia forficata"|"FABACEAE"|"Bauhinia"|"forficata"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 262921"
"Collection"|"Creative Commons"|"urn:catalog:MBM:267135"|"MBM"|"2023-10-24"|"MBM"|"MBM"|"MBM267135"|"1296"|"Sakuragui, C.M."|"2001-2-19"|"2001"|"2"|"19"|"Árvore até 3m de altura. Inflorescências jovens com botões de cor rosada. Frutos passados. Com aspecto de ""queimada""."|""|"Brazil"|"São Paulo"|"Iepê"|"Rodovia 457, rancharia cruzando Rod. Raposo Tavares, km 30,5"|""|""|""|""|""|""|""|"2020"|""|""|""|"Stryphnodendron rotundifolium Mart."|"FABACEAE"|"Stryphnodendron"|"rotundifolium"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"MBM 267135"
"Collection"|"Creative Commons"|"urn:catalog:MBM:269153"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM269153"|"805"|"Ivanauskas, NM"|"1996-5-31"|"1996"|"5"|"31"|""|""|"Brazil"|"São Paulo"|"Pariquera-Açu"|"Propriedade de Antônio Povinski."|""|""|""|""|""|""|"Ivanauskas, NM"|""|""|""|""|"Inga dulcis (Vell.) Mart."|"FABACEAE"|"Inga"|"dulcis"|""|"specie"|"(Vell.) Mart."|"Angiospermas"|""|"Plantae"|""|"MBM 269153"
"Collection"|"Creative Commons"|"urn:catalog:MBM:269154"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM269154"|"665"|"Ivanauskas, NM"|"1995-12-19"|"1995"|"12"|"19"|""|""|"Brazil"|"São Paulo"|"Pariquera-Açu"|"Propriedade de Antônio Povinski."|""|""|""|""|""|""|"Ivanauskas, NM"|""|""|""|""|"Inga dulcis (Vell.) Mart."|"FABACEAE"|"Inga"|"dulcis"|""|"specie"|"(Vell.) Mart."|"Angiospermas"|""|"Plantae"|""|"MBM 269154"
"Collection"|"Creative Commons"|"urn:catalog:MBM:269155"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM269155"|"956"|"Ivanauskas, NM"|"1996-4-16"|"1996"|"4"|"16"|""|""|"Brazil"|"São Paulo"|"Pariquera-Açu"|"Estação Experimental do Instituto Agronômico."|""|""|""|""|""|""|"Ivanauskas, NM"|""|""|""|""|"Albizia edwallii (Hoehne) Barneby & J.W.Grimes"|"FABACEAE"|"Albizia"|"edwallii"|""|"specie"|"(Hoehne) Barneby & J.W.Grimes"|"Angiospermas"|""|"Plantae"|""|"MBM 269155"
"Collection"|"Creative Commons"|"urn:catalog:MBM:269179"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM269179"|"2195"|"Souza, VC"|"1993-2-13"|"1993"|"2"|"13"|""|""|"Brazil"|"São Paulo"|"Itacaré"|"Fazenda Santa Andréia."|""|""|""|""|""|""|"Souza, VC"|""|""|""|""|"Copaifera langsdorffii Desf."|"FABACEAE"|"Copaifera"|"langsdorffii"|""|"specie"|"Desf."|"Angiospermas"|""|"Plantae"|""|"MBM 269179"
"Collection"|"Creative Commons"|"urn:catalog:MBM:272008"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM272008"|"96"|"Rozza, A"|"1995-8-25"|"1995"|"8"|"25"|""|""|"Brazil"|"São Paulo"|"Matão"|"Mata da Virgínia."|""|""|""|""|""|""|"Sartori, A"|""|""|""|""|"Machaerium paraguariense Hassl."|"FABACEAE"|"Machaerium"|"paraguariense"|""|"specie"|"Hassl."|"Angiospermas"|""|"Plantae"|""|"MBM 272008"
"Collection"|"Creative Commons"|"urn:catalog:MBM:272009"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM272009"|"2362"|"Moraes, PLR de"|"2001-1-2"|"2001"|"1"|"2"|""|""|"Brazil"|"São Paulo"|"Amparo"|"Estrada para Serra Negra."|""|""|""|""|""|""|"Moraes, PLR de"|""|""|""|""|"Copaifera langsdorffii Desf."|"FABACEAE"|"Copaifera"|"langsdorffii"|""|"specie"|"Desf."|"Angiospermas"|""|"Plantae"|""|"MBM 272009"
"Collection"|"Creative Commons"|"urn:catalog:MBM:277953"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM277953"|"1067"|"Baiatello, JB"|"2001-11-23"|"2001"|"11"|"23"|""|""|"Brazil"|"São Paulo"|"Franco da Rocha"|"Parque Estadual do Juqueri."|""|""|""|""|""|""|"Baiatello, JB"|""|""|""|""|"Andira fraxinifolia"|"FABACEAE"|"Andira"|"fraxinifolia"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 277953"
"Collection"|"Creative Commons"|"urn:catalog:MBM:279223"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM279223"|"104"|"Bortoloto, S"|"2002-4-22"|"2002"|"4"|"22"|""|""|"Brazil"|"São Paulo"|"Sete Barras"|"Parque Estadual Carlos Botelho."|""|""|""|""|""|""|"Uliana, VLCR"|""|""|""|""|"Swartzia acutifolia Vogel"|"FABACEAE"|"Swartzia"|"acutifolia"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 279223"
"Collection"|"Creative Commons"|"urn:catalog:MBM:279239"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM279239"|"102"|"Bortoloto, S"|"2002-4-22"|"2002"|"4"|"22"|""|""|"Brazil"|"São Paulo"|"Sete Barras"|"Parque Estadual Carlos Botelho."|""|""|""|""|""|""|"Farias, R"|""|""|""|""|"Inga marginata Willd."|"FABACEAE"|"Inga"|"marginata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"MBM 279239"
"Collection"|"Creative Commons"|"urn:catalog:MBM:282969"|"MBM"|"2023-10-16"|"MBM"|"MBM"|"MBM282969"|"s.n."|"Guillaumon, JR"|"2002-2-13"|"2002"|"2"|"13"|""|""|"Brazil"|"São Paulo"|"Vinhedo"|"Condomínio Estância Marambaia."|""|""|""|""|""|""|"Baitello, JB"|""|""|""|""|"Peltophorum dubium (Spreng.) Taub."|"FABACEAE"|"Peltophorum"|"dubium"|""|"specie"|"(Spreng.) Taub."|"Angiospermas"|""|"Plantae"|""|"MBM 282969"
"Collection"|"Creative Commons"|"urn:catalog:MBM:282970"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM282970"|"63"|"Dias, AC"|"1986-3-6"|"1986"|"3"|"6"|""|""|"Brazil"|"São Paulo"|"São Miguel Arcanjo"|"Parque Estadual de Carlos Botelho."|""|""|""|""|""|""|"Souza, VC"|""|""|""|""|"Senna multijuga"|"FABACEAE"|"Senna"|"multijuga"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 282970"
"Collection"|"Creative Commons"|"urn:catalog:MBM:282971"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM282971"|"s.n."|"Guillaumon, JR"|"2002-4-1"|"2002"|"4"|"1"|""|""|"Brazil"|"São Paulo"|"Vinhedo"|"Condomínio Estância Marambaia."|""|""|""|""|""|""|"Franco, GADC"|""|""|""|""|"Senna pendula"|"FABACEAE"|"Senna"|"pendula"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 282971"
"Collection"|"Creative Commons"|"urn:catalog:MBM:282972"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM282972"|"432"|"Robim, MJ"|"1987-1-19"|"1987"|"1"|"19"|""|""|"Brazil"|"São Paulo"|"Campos do Jordão"|"Parque Estadual."|""|""|""|""|""|""|"et al.; Romão, GO"|""|""|""|""|"Senna tropica (Vell.) H.S.Irwin & Barneby"|"FABACEAE"|"Senna"|"tropica"|""|"specie"|"(Vell.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"MBM 282972"
"Collection"|"Creative Commons"|"urn:catalog:MBM:282977"|"MBM"|"2023-10-16"|"MBM"|"MBM"|"MBM282977"|"s.n."|"Guillaumon, JR"|"2002-2-13"|"2002"|"2"|"13"|""|""|"Brazil"|"São Paulo"|"Vinhedo"|"Estância Marambaia."|""|""|""|""|""|""|"Baitello, JB"|""|""|""|""|"Machaerium hirtum (Vell.) Stellfeld"|"FABACEAE"|"Machaerium"|"hirtum"|""|"specie"|"(Vell.) Stellfeld"|"Angiospermas"|""|"Plantae"|""|"MBM 282977"
"Collection"|"Creative Commons"|"urn:catalog:MBM:287483"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM287483"|"3303"|"Barreto, KD"|"1994-12-9"|"1994"|"12"|"9"|""|""|"Brazil"|"São Paulo"|"Itirapina"|"Rodovia Washington Luís."|""|""|""|""|""|""|"Scalon, VR"|""|""|""|""|"Chamaecrista labouriaeae (H.S.Irwin & Barneby) H.S.Irwin & Barneby"|"FABACEAE"|"Chamaecrista"|"labouriaeae"|""|"specie"|"(H.S.Irwin & Barneby) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"MBM 287483"
"Collection"|"Creative Commons"|"urn:catalog:MBM:293803"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM293803"|"97"|"Macedo, EE"|"1997-10-11"|"1997"|"10"|"11"|""|""|"Brazil"|"São Paulo"|"Pedregulho"|"Parque Estadual das Furnas do Bom Jesus."|""|""|""|""|""|""|"Pastore, JA"|""|""|""|""|"Machaerium brasiliensis Vogel"|"FABACEAE"|"Machaerium"|"brasiliensis"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 293803"
"Collection"|"Creative Commons"|"urn:catalog:MBM:295943"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM295943"|"s.n."|"Hoehne, W"|"1946-2"|"1946"|"2"|""|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Lapa."|""|""|""|""|""|""|"Perez, APF"|""|""|""|""|"Zornia latifolia Sm."|"FABACEAE"|"Zornia"|"latifolia"|""|"specie"|"Sm."|"Angiospermas"|""|"Plantae"|""|"MBM 295943"
"Collection"|"Creative Commons"|"urn:catalog:MBM:296534"|"MBM"|"2024-12-17"|"MBM"|"MBM"|"MBM296534"|"600"|"Borgo, M."|"2000-2-8"|"2000"|"2"|"8"|"Subarbusto até 2m, flor amarela; com frutos."|""|"Brazil"|"São Paulo"|"Iguape"|"Afluente do Ribeira"|""|""|""|""|""|""|"Lima, L.C.P."|"28/1/2008"|""|""|""|"Aeschynomene sensitiva Sw."|"FABACEAE"|"Aeschynomene"|"sensitiva"|""|"specie"|"Sw."|"Angiospermas"|""|"Plantae"|""|"MBM 296534"
"Collection"|"Creative Commons"|"urn:catalog:MBM:297318"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM297318"|"7"|"Medeiros, DA"|"2003-4-15"|"2003"|"4"|"15"|""|""|"Brazil"|"São Paulo"|"Ribeirão Grande"|"Estrada do Carmo."|""|""|""|""|""|""|"Rodrigues, RR"|""|""|""|""|"Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima"|"FABACEAE"|"Lonchocarpus"|"cultratus"|""|"specie"|"(Vell.) A.M.G.Azevedo & H.C.Lima"|"Angiospermas"|""|"Plantae"|""|"MBM 297318"
"Collection"|"Creative Commons"|"urn:catalog:RB:139844"|"RB"|"2021-01-06"|"RB"|"RB"|"RB00139844"|""|"F.C. Hoehne"|"1931-12-7"|"1931"|"12"|"7"|"Planta viva."|""|"Brasil"|"São Paulo"|""|"Jardim Botânico."|""|""|""|""|""|""|"F C Hoehne"|""|""|""|""|"Cassia ferruginea (Schrad.) Schrad. ex DC."|"LEGUMINOSAE"|"Cassia"|"ferruginea"|""|"specie"|"(Schrad.) Schrad. ex DC."|"Angiospermas"|""|"Plantae"|""|"RB 31287"
"Collection"|"Creative Commons"|"urn:catalog:MBM:297968"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM297968"|"1192"|"Assis, MA"|"1998-4"|"1998"|"4"|""|""|""|"Brazil"|"São Paulo"|"Itirapina"|"Itirapina."|""|""|""|""|""|""|"Tannus"|""|""|""|""|"Chamaecrista ramosa"|"FABACEAE"|"Chamaecrista"|"ramosa"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 297968"
"Collection"|"Creative Commons"|"urn:catalog:MBM:297970"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM297970"|"s.n."|"Furlan, A"|"1998-10"|"1998"|"10"|""|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Clube SESC, Interlagos."|""|""|""|""|""|""|"Furlan, A"|""|""|""|""|"Schizolobium denudatum Vogel"|"FABACEAE"|"Schizolobium"|"denudatum"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 297970"
"Collection"|"Creative Commons"|"urn:catalog:MBM:298738"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM298738"|"44"|"Spina, AP"|"1992-10-5"|"1992"|"10"|"5"|""|""|"Brazil"|"São Paulo"|"Campinas"|"Distgrito de Barão Geraldo."|""|""|""|""|""|""|"Spina, AP"|""|""|""|""|"Inga subnuda ssp. luschnatiana"|"FABACEAE"|"Inga"|"subnuda"|"luschnatiana"|"ssp."|"Salzm. ex Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 298738"
"Collection"|"Creative Commons"|"urn:catalog:MBM:299026"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM299026"|"1038"|"Mantovani, W"|"1980-9-17"|"1980"|"9"|"17"|""|""|"Brazil"|"São Paulo"|"Mogi-Guaçu"|"Fazenda Campininha."|""|""|""|""|""|""|"Mantovani, W"|""|""|""|""|"Camptosema ellipticum (Desv.) Burkart"|"FABACEAE"|"Camptosema"|"ellipticum"|""|"specie"|"(Desv.) Burkart"|"Angiospermas"|""|"Plantae"|""|"MBM 299026"
"Collection"|"Creative Commons"|"urn:catalog:MBM:301914"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM301914"|"s.n."|"Hoehne, W"|"1946-12-1"|"1946"|"12"|"1"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Barragem da Cantareira."|""|""|""|""|""|""|"Hoehne, W"|""|""|""|""|"Platymiscium floribundum"|"FABACEAE"|"Platymiscium"|"floribundum"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"MBM 301914"
"Collection"|"Creative Commons"|"urn:catalog:MBM:307270"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM307270"|"260"|"Castro, ER"|"2001-12-20"|"2001"|"12"|"20"|""|""|"Brazil"|"São Paulo"|"Cananéia"|"Ilha do Cardoso."|""|""|""|""|""|""|"Castro, ER"|""|""|""|""|"Abarema brachystachya (DC.) Barneby & J.W.Grimes"|"FABACEAE"|"Abarema"|"brachystachya"|""|"specie"|"(DC.) Barneby & J.W.Grimes"|"Angiospermas"|""|"Plantae"|""|"MBM 307270"
"Collection"|"Creative Commons"|"urn:catalog:MBM:311431"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM311431"|"6097"|"Souza, V.C."|"1994-6-3"|"1994"|"6"|"3"|"Arbusto, ca. 1,2m altura. Corola verde. Estames amarelos."|""|"Brazil"|"São Paulo"|"Apiaí"|"Distrito de Barra Do Chapéu. Ca. 10km de Bonsucesso de Itararé."|""|""|""|""|"-24.4666667"|"-49.1166667"|"Savassi-Coutinho, A.P."|"25/9/2010"|""|""|""|"Mimosa furfuracea Benth."|"FABACEAE"|"Mimosa"|"furfuracea"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 311431"
"Collection"|"Creative Commons"|"urn:catalog:MBM:311433"|"MBM"|"2023-10-02"|"MBM"|"MBM"|"MBM311433"|"4657"|"Souza, V.C."|"1994-11-26"|"1994"|"11"|"26"|"Arbusto, estames amarelos."|""|"Brazil"|"São Paulo"|"Itararé"|"Rodovia Itararé - Itapeva. Próximo a ponte do RioVerde."|""|""|""|""|""|""|"Savassi-Coutinho, A.P."|"25/9/2010"|""|""|""|"Mimosa furfuracea Benth."|"FABACEAE"|"Mimosa"|"furfuracea"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 311433"
"Collection"|"Creative Commons"|"urn:catalog:MBM:315660"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM315660"|"s.n."|"Hoehne, W."|"1936-10-20"|"1936"|"10"|"20"|"Flores alvas."|""|"Brazil"|"São Paulo"|"Suzano"|""|""|""|""|""|""|""|""|""|""|""|""|"Mimosa cylindracea Benth."|"FABACEAE"|"Mimosa"|"cylindracea"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 315660"
"Collection"|"Creative Commons"|"urn:catalog:MBM:320047"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM320047"|"375"|"Cielo-Filho, R"|"2005-3-13"|"2005"|"3"|"13"|"Árvore de 10m. Flores brancas."|""|"Brazil"|"São Paulo"|"Peruíbe"|"Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo. Trilha do RIo do Ouro."|""|""|""|""|""|""|"Cielo-Filho, R"|"4/12/2005"|""|""|""|"Inga marginata Willd."|"FABACEAE"|"Inga"|"marginata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"MBM 320047"
"Collection"|"Creative Commons"|"urn:catalog:MBM:320057"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM320057"|"s.n."|"Pickel, DB"|"1943-1-7"|"1943"|"1"|"7"|"Cultivado."|""|"Brazil"|"São Paulo"|"São Paulo"|"Arboreto de Vila Amália."|""|""|""|""|""|""|"Pickel, DB"|"7/1/1943"|""|""|""|"Albizia julibrissin Durazz."|"FABACEAE"|"Albizia"|"julibrissin"|""|"specie"|"Durazz."|"Angiospermas"|""|"Plantae"|""|"MBM 320057"
"Collection"|"Creative Commons"|"urn:catalog:MBM:320058"|"MBM"|"2025-03-05"|"MBM"|"MBM"|"MBM320058"|"1005"|"Custódio, L."|"1999-9"|"1999"|"9"|""|""|""|"Brazil"|"São Paulo"|"Mairiporã"|"Serra da Cantareira, Sausalito"|""|""|""|""|""|""|"Ribeiro, P.G.; Queiroz, L.P. de"|"28/5/2018"|""|""|""|"Piptadenia gonoacantha (Mart.) J.F.Macbr."|"FABACEAE"|"Piptadenia"|"gonoacantha"|""|"specie"|"(Mart.) J.F.Macbr."|"Angiospermas"|""|"Plantae"|""|"MBM 320058"
"Collection"|"Creative Commons"|"urn:catalog:MBM:320060"|"MBM"|"2025-01-24"|"MBM"|"MBM"|"MBM320060"|"687"|"Aguiar, O.T."|"2002-3-20"|"2002"|"3"|"20"|"Árvore 8-10m altura; frutos."|""|"Brazil"|"São Paulo"|"Ilhabela"|"Parque Estadual da Serra do Mar, estrada para Castelhanos, trilha da Água Branca"|""|""|""|""|""|""|"Ribeiro, P.G.; Queiroz, L.P. de"|"18/1/2023"|""|""|""|"Pityrocarpa leptostachya (Benth.) L.P.Queiroz & P.G.Ribeiro"|"FABACEAE"|"Pityrocarpa"|"leptostachya"|""|"specie"|"(Benth.) L.P.Queiroz & P.G.Ribeiro"|"Angiospermas"|""|"Plantae"|""|"MBM 320060"
"Collection"|"Creative Commons"|"urn:catalog:MBM:322179"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM322179"|"1"|"Soares, A"|"1994-9-28"|"1994"|"9"|"28"|""|""|"Brazil"|"São Paulo"|"Piracicaba"|""|""|""|""|""|""|""|""|""|""|""|""|"FABACEAE"|"FABACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"MBM 322179"
"Collection"|"Creative Commons"|"urn:catalog:MBM:323194"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM323194"|"12"|"Massuqueto, SC"|"2006-11-23"|"2006"|"11"|"23"|"Arbusto, 2m, flor alva."|""|"Brazil"|"São Paulo"|"Chavantes"|"Represa FBA."|""|""|""|""|""|""|"Bortoluzzi, RLC"|"25/10/2008"|""|""|""|"Bauhinia forficata ssp. forficata"|"FABACEAE"|"Bauhinia"|"forficata"|"forficata"|"ssp."|""|"Angiospermas"|""|"Plantae"|""|"MBM 323194"
"Collection"|"Creative Commons"|"urn:catalog:MBM:323221"|"MBM"|"2025-04-11"|"MBM"|"MBM"|"MBM323221"|"9-A"|"Massuquetto, S.C."|"2006-11-22"|"2006"|"11"|"22"|"Subarbusto, 50 cm, flor creme, fruto em baga seca marrom."|""|"Brazil"|"São Paulo"|"Chavantes"|"Rio Paranapanema"|""|""|""|""|""|""|""|"2025"|""|""|""|"Senegalia"|"FABACEAE"|"Senegalia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"MBM 323221"
"Collection"|"Creative Commons"|"urn:catalog:MBM:343433"|"MBM"|"2023-07-03"|"MBM"|"MBM"|"MBM343433"|"8"|"Ribeiro, AP"|"2008-2-26"|"2008"|"2"|"26"|"Árvore enterrada, fruto amarelado."|""|"Brazil"|"São Paulo"|"Itapeva"|"Estação Ecológica, tanquinho."|"750"|""|""|""|""|""|"Baitello, JB"|"3/3/2008"|""|""|""|"Andira humilis Mart. ex Benth."|"FABACEAE"|"Andira"|"humilis"|""|"specie"|"Mart. ex Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 343433"
"Collection"|"Creative Commons"|"urn:catalog:MBM:343435"|"MBM"|"2023-07-03"|"MBM"|"MBM"|"MBM343435"|"833"|"Aguiar, OT"|"2008-3-26"|"2008"|"3"|"26"|"ÁRvore 6m, fruto imaturo verde."|""|"Brazil"|"São Paulo"|"Itapeva"|"Estação Ecológica, beira da estrada, próximo a Copaíba."|"750"|""|""|""|""|""|"Baitello, JB"|"2/4/2008"|""|"aff."|""|"Dalbergia miscolobium Benth."|"FABACEAE"|"Dalbergia"|"miscolobium"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"MBM 343435"
"Collection"|"Creative Commons"|"urn:catalog:MBM:343437"|"MBM"|"2023-07-03"|"MBM"|"MBM"|"MBM343437"|"19"|"Ribeiro, AP"|"2008-2-26"|"2008"|"2"|"26"|"Arvoreta 2,5 m, casca grossa"|""|"Brazil"|"São Paulo"|"Itapeva"|"Estação Ecológica, trilha da Vila."|"750"|""|""|""|""|""|"Baitello, JB"|"3/3/2008"|""|""|""|"Machaerium acutifolium Vogel"|"FABACEAE"|"Machaerium"|"acutifolium"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 343437"
"Collection"|"Creative Commons"|"urn:catalog:MBM:348255"|"MBM"|"2023-07-04"|"MBM"|"MBM"|"MBM348255"|"1000"|"Souza, FM"|"2007-11-28"|"2007"|"11"|"28"|"Árvore, 12m. Botões esverdeados. Floresta Estacional Semidecidual"|""|"Brazil"|"São Paulo"|"Bauru"|"Estação Ecológica de Bauru, proxima ao pomar."|"573"|""|""|""|""|""|"Franco, GADC"|"11/1/2008"|""|""|""|"Albizia hasslerii (Chod.) Burkart"|"FABACEAE"|"Albizia"|"hasslerii"|""|"specie"|"(Chod.) Burkart"|"Angiospermas"|""|"Plantae"|""|"MBM 348255"
"Collection"|"Creative Commons"|"urn:catalog:MBM:350475"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM350475"|"31967"|"Souza, VC"|"2005-12-9"|"2005"|"12"|"9"|"Árvore, ca. 6m alt. flores alvas. Cerrado"|""|"Brazil"|"São Paulo"|"Itararé"|"Estrada Itararé-Itapeva, próximo à ponte do Rio Verde."|""|""|""|""|""|""|"Martins, MV"|"2/2009"|""|""|""|"Leptolobium elegans Vogel"|"FABACEAE"|"Leptolobium"|"elegans"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 350475"
"Collection"|"Creative Commons"|"urn:catalog:MBM:352240"|"MBM"|"2023-10-16"|"MBM"|"MBM"|"MBM352240"|"s.n."|"Hoehne, W."|"1949-4-18"|"1949"|"4"|"18"|""|""|"Brazil"|"São Paulo"|"São Paulo"|"Próximo a Interlagos."|""|""|""|""|""|""|"Fernandes, A."|"6/8/1997"|""|""|""|"Aeschynomene sensitiva Sw. var. sensitiva"|"FABACEAE"|"Aeschynomene"|"sensitiva"|"sensitiva"|"var."|"Sw."|"Angiospermas"|""|"Plantae"|""|"MBM 352240"
"Collection"|"Creative Commons"|"urn:catalog:MBM:352241"|"MBM"|"2023-10-11"|"MBM"|"MBM"|"MBM352241"|""|"Hoehne, W."|"1995-3-22"|"1995"|"3"|"22"|"Erva pequena de flores amarelas em valo."|""|"Brazil"|"São Paulo"|""|"Próximo a Santo Amaro"|""|""|""|""|""|""|"Hoehne, W."|"5/5/1995"|""|""|""|"Aeschynomene sensitiva Sw."|"FABACEAE"|"Aeschynomene"|"sensitiva"|""|"specie"|"Sw."|"Angiospermas"|""|"Plantae"|""|"MBM 352241"
"Collection"|"Creative Commons"|"urn:catalog:MBM:353695"|"MBM"|"2023-06-29"|"MBM"|"MBM"|"MBM353695"|"694"|"Souza, FM"|"2007-5-8"|"2007"|"5"|"8"|"Árvore 8m, frutos imaturos verdes"|""|"Brazil"|"São Paulo"|"São Paulo"|"Parque Estadual do Jaraguá. Trilha do Mauro."|"1009"|""|""|""|""|""|"Ivanauskas, NM"|"29/11/2007"|""|""|""|"Machaerium villosum Vogel"|"FABACEAE"|"Machaerium"|"villosum"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 353695"
